language,newusers,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,date
Swedish,1,1,0,353783484,0,1,1,26/08/23
Chinese,1,1,0,353783484,0,1,1,27/08/23
English,401,442,0,353783484,0,0.631691649,295,27/08/23
French,9,9,0,353783484,0,0.555555556,5,27/08/23
Russian,1,1,0,353783484,0,1,2,27/08/23
Spanish,2,2,0,353783484,0,0.5,1,27/08/23
Turkish,1,1,0,353783484,0,0,0,27/08/23
Chinese,3,3,0,353783484,0,0.6,3,28/08/23
Czech,1,1,0,353783484,0,1,1,28/08/23
English,546,610,0,353783484,0,0.656156156,437,28/08/23
French,7,7,0,353783484,0,0.571428571,4,28/08/23
German,1,1,0,353783484,0,0,0,28/08/23
Greek,2,2,0,353783484,0,1,2,28/08/23
Norwegian Bokmål,1,1,0,353783484,0,1,1,28/08/23
Russian,4,4,0,353783484,0,0.75,3,28/08/23
Slovenian,1,1,0,353783484,0,0,0,28/08/23
Spanish,2,2,0,353783484,0,0.5,1,28/08/23
Swedish,2,2,0,353783484,0,1,2,28/08/23
Thai,1,1,0,353783484,0,0,0,28/08/23
Urdu,1,1,0,353783484,0,0,0,28/08/23
Vietnamese,1,1,0,353783484,0,0,0,28/08/23
Chinese,0,1,0,353783484,0,0,0,29/08/23
Dutch,2,2,0,353783484,0,0.333333333,1,29/08/23
English,450,520,0,353783484,0,0.657848325,373,29/08/23
Finnish,1,1,0,353783484,0,1,1,29/08/23
French,8,8,0,353783484,0,0.7,7,29/08/23
German,0,1,0,353783484,0,0,0,29/08/23
Hungarian,2,2,0,353783484,0,1,2,29/08/23
Italian,1,1,0,353783484,0,1,1,29/08/23
Slovenian,0,1,0,353783484,0,0,0,29/08/23
Spanish,1,1,0,353783484,0,1,1,29/08/23
Ukrainian,1,1,0,353783484,0,1,1,29/08/23
Vietnamese,1,1,0,353783484,0,0,0,29/08/23
Chinese,1,1,0,353783484,0,0,0,30/08/23
Croatian,1,1,0,353783484,0,1,1,30/08/23
Dutch,1,1,0,353783484,0,0,0,30/08/23
English,435,495,0,353783484,0,0.640074212,345,30/08/23
French,10,11,0,353783484,0,0.538461538,7,30/08/23
Korean,1,1,0,353783484,0,0,0,30/08/23
Polish,1,1,0,353783484,0,1,1,30/08/23
Romanian,1,1,0,353783484,0,0,0,30/08/23
Russian,1,1,0,353783484,0,1,1,30/08/23
Turkish,1,1,0,353783484,0,1,1,30/08/23
Vietnamese,1,1,0,353783484,0,0,0,30/08/23
Chinese,4,4,0,353783484,0,0.5,2,31/08/23
Dutch,1,1,0,353783484,0,1,1,31/08/23
English,431,490,0,353783484,0,0.617702448,328,31/08/23
Estonian,1,1,0,353783484,0,0,0,31/08/23
French,5,6,0,353783484,0,0.714285714,5,31/08/23
Portuguese,2,2,0,353783484,0,1,2,31/08/23
Spanish,2,2,0,353783484,0,0,0,31/08/23
Turkish,2,2,0,353783484,0,0.5,1,31/08/23
English,416,467,0,353783484,0,0.663405088,339,01/09/23
French,4,4,0,353783484,0,0.5,2,01/09/23
Polish,1,1,0,353783484,0,1,1,01/09/23
Russian,1,1,0,353783484,0,1,1,01/09/23
Spanish,1,1,0,353783484,0,0,0,01/09/23
Arabic,1,1,0,353783484,0,0,0,02/09/23
Chinese,2,3,0,353783484,0,0.666666667,2,02/09/23
Croatian,1,1,0,353783484,0,0,0,02/09/23
Danish,2,2,0,353783484,0,0.5,1,02/09/23
Dutch,1,1,0,353783484,0,1,1,02/09/23
English,387,427,0,353783484,0,0.648471616,297,02/09/23
Finnish,1,1,0,353783484,0,1,1,02/09/23
French,3,3,0,353783484,0,0.666666667,2,02/09/23
German,2,2,0,353783484,0,0.5,1,02/09/23
Japanese,1,1,0,353783484,0,1,1,02/09/23
Norwegian Bokmål,2,2,0,353783484,0,1,2,02/09/23
Polish,0,1,0,353783484,0,1,1,02/09/23
Portuguese,2,2,0,353783484,0,1,2,02/09/23
Russian,0,1,0,353783484,0,1,1,02/09/23
Spanish,3,3,0,353783484,0,0.6,3,02/09/23
Urdu,0,1,0,353783484,0,0,0,02/09/23
Arabic,1,1,0,353783484,0,1,1,03/09/23
Chinese,7,7,0,353783484,0,0.571428571,4,03/09/23
English,348,372,0,353783484,0,0.647959184,254,03/09/23
French,9,9,0,353783484,0,0.8,8,03/09/23
Greek,1,1,0,353783484,0,1,1,03/09/23
Korean,1,1,0,353783484,0,1,1,03/09/23
Panjabi,1,1,0,353783484,0,0,0,03/09/23
Portuguese,2,2,0,353783484,0,1,2,03/09/23
Romanian,1,1,0,353783484,0,1,1,03/09/23
Russian,1,1,0,353783484,0,1,1,03/09/23
Spanish,5,5,0,353783484,0,0.5,3,03/09/23
Arabic,1,1,0,353783484,0,1,1,04/09/23
Chinese,2,3,0,353783484,0,0.333333333,1,04/09/23
Czech,1,1,0,353783484,0,1,1,04/09/23
English,490,531,0,353783484,0,0.65095986,373,04/09/23
Estonian,1,1,0,353783484,0,1,1,04/09/23
French,3,3,0,353783484,0,0.666666667,2,04/09/23
Italian,2,2,0,353783484,0,1,2,04/09/23
Russian,0,1,0,353783484,0,0,0,04/09/23
Spanish,2,2,0,353783484,0,1,2,04/09/23
Ukrainian,1,1,0,353783484,0,0,0,04/09/23
Chinese,2,3,0,353783484,0,0.666666667,2,05/09/23
Croatian,1,1,0,353783484,0,1,1,05/09/23
Danish,1,1,0,353783484,0,1,1,05/09/23
English,521,588,0,353783484,0,0.675595238,454,05/09/23
French,4,5,0,353783484,0,0.8,4,05/09/23
German,1,1,0,353783484,0,0,0,05/09/23
Polish,2,2,0,353783484,0,0,0,05/09/23
Russian,1,1,0,353783484,0,1,1,05/09/23
Spanish,1,2,0,353783484,0,0.5,1,05/09/23
Turkish,1,1,0,353783484,0,1,1,05/09/23
Ukrainian,1,1,0,353783484,0,1,1,05/09/23
Vietnamese,1,1,0,353783484,0,0,0,05/09/23
Arabic,1,1,0,353783484,0,0,0,06/09/23
Chinese,2,2,0,353783484,0,0,0,06/09/23
English,481,548,0,353783484,0,0.64013267,386,06/09/23
Finnish,1,1,0,353783484,0,1,1,06/09/23
French,9,9,0,353783484,0,0.666666667,6,06/09/23
Japanese,1,1,0,353783484,0,0,0,06/09/23
Korean,1,1,0,353783484,0,1,1,06/09/23
Polish,1,1,0,353783484,0,0,0,06/09/23
Portuguese,2,2,0,353783484,0,1,2,06/09/23
Russian,0,2,0,353783484,0,0,0,06/09/23
Spanish,3,3,0,353783484,0,0.666666667,2,06/09/23
Vietnamese,1,1,0,353783484,0,1,1,06/09/23
Bulgarian,1,1,0,353783484,0,0,0,07/09/23
Chinese,4,4,0,353783484,0,0.75,3,07/09/23
English,479,552,0,353783484,0,0.649837134,399,07/09/23
French,13,13,0,353783484,0,0.615384615,8,07/09/23
Hungarian,0,1,0,353783484,0,1,1,07/09/23
Italian,1,1,0,353783484,0,1,1,07/09/23
Korean,1,1,0,353783484,0,1,2,07/09/23
Norwegian Bokmål,1,1,0,353783484,0,1,1,07/09/23
Panjabi,1,1,0,353783484,0,0,0,07/09/23
Portuguese,1,1,0,353783484,0,1,1,07/09/23
Turkish,2,2,0,353783484,0,0,0,07/09/23
Ukrainian,1,1,0,353783484,0,1,1,07/09/23
Chinese,4,4,0,353783484,0,0.4,2,08/09/23
English,408,469,0,353783484,0,0.631477927,329,08/09/23
French,9,10,0,353783484,0,0.636363636,7,08/09/23
Korean,0,1,0,353783484,0,0,0,08/09/23
Polish,1,1,0,353783484,0,1,1,08/09/23
Portuguese,1,1,0,353783484,0,1,1,08/09/23
Russian,0,1,0,353783484,0,1,1,08/09/23
Spanish,1,1,0,353783484,0,1,1,08/09/23
Ukrainian,0,1,0,353783484,0,0,0,08/09/23
Chinese,3,3,0,353783484,0,0.666666667,2,09/09/23
English,482,528,0,353783484,0,0.665505226,382,09/09/23
French,2,2,0,353783484,0,0.5,1,09/09/23
German,1,1,0,353783484,0,0,0,09/09/23
Hindi,1,1,0,353783484,0,0,0,09/09/23
Hungarian,1,1,0,353783484,0,1,1,09/09/23
Polish,1,2,0,353783484,0,0,0,09/09/23
Portuguese,0,1,0,353783484,0,1,3,09/09/23
Russian,1,1,0,353783484,0,1,1,09/09/23
Serbian,1,1,0,353783484,0,0,0,09/09/23
Slovak,1,1,0,353783484,0,1,1,09/09/23
Spanish,1,1,0,353783484,0,0,0,09/09/23
Ukrainian,1,1,0,353783484,0,1,1,09/09/23
Vietnamese,1,1,0,353783484,0,0,0,09/09/23
English,432,475,0,353783484,0,0.631474104,317,10/09/23
French,4,4,0,353783484,0,0.75,3,10/09/23
German,1,1,0,353783484,0,0,0,10/09/23
Korean,1,1,0,353783484,0,1,1,10/09/23
Norwegian Bokmål,1,1,0,353783484,0,1,1,10/09/23
Persian,1,1,0,353783484,0,0,0,10/09/23
Polish,1,2,0,353783484,0,0.5,1,10/09/23
Portuguese,1,1,0,353783484,0,1,1,10/09/23
Spanish,1,1,0,353783484,0,0,0,10/09/23
Ukrainian,1,1,0,353783484,0,1,1,10/09/23
Catalan,1,1,0,353783484,0,0,0,11/09/23
Chinese,1,1,0,353783484,0,1,1,11/09/23
English,528,594,0,353783484,0,0.65832106,447,11/09/23
Finnish,1,1,0,353783484,0,1,1,11/09/23
French,3,3,0,353783484,0,0.666666667,2,11/09/23
German,2,2,0,353783484,0,0.5,1,11/09/23
Japanese,1,1,0,353783484,0,0,0,11/09/23
Korean,2,2,0,353783484,0,0,0,11/09/23
Portuguese,0,1,0,353783484,0,0.75,3,11/09/23
Russian,2,3,0,353783484,0,0.333333333,1,11/09/23
Slovak,1,1,0,353783484,0,1,1,11/09/23
Spanish,2,2,0,353783484,0,0,0,11/09/23
Vietnamese,0,1,0,353783484,0,0,0,11/09/23
Chinese,1,1,0,353783484,0,1,1,12/09/23
English,491,553,0,353783484,0,0.664473684,404,12/09/23
Finnish,1,1,0,353783484,0,0,0,12/09/23
French,10,11,0,353783484,0,0.666666667,8,12/09/23
German,1,1,0,353783484,0,1,1,12/09/23
Italian,1,1,0,353783484,0,1,1,12/09/23
Polish,1,1,0,353783484,0,1,1,12/09/23
Portuguese,0,1,0,353783484,0,0.5,1,12/09/23
Russian,1,2,0,353783484,0,0.666666667,2,12/09/23
Spanish,1,1,0,353783484,0,1,1,12/09/23
Vietnamese,1,1,0,353783484,0,0,0,12/09/23
Arabic,1,1,0,353783484,0,0,0,13/09/23
Chinese,2,3,0,353783484,0,0.25,1,13/09/23
Danish,1,1,0,353783484,0,1,1,13/09/23
English,481,541,0,353783484,0,0.654036244,397,13/09/23
French,4,4,0,353783484,0,0.75,3,13/09/23
Polish,2,2,0,353783484,0,1,2,13/09/23
Portuguese,1,1,0,353783484,0,1,1,13/09/23
Serbian,1,1,0,353783484,0,1,1,13/09/23
Spanish,1,1,0,353783484,0,1,1,13/09/23
Vietnamese,2,2,0,353783484,0,0.666666667,2,13/09/23
Chinese,9,10,0,353783484,0,0.666666667,8,14/09/23
Dutch,1,1,0,353783484,0,0,0,14/09/23
English,455,506,0,353783484,0,0.636036036,353,14/09/23
French,7,8,0,353783484,0,0.625,5,14/09/23
Italian,1,1,0,353783484,0,1,1,14/09/23
Korean,1,1,0,353783484,0,1,1,14/09/23
Latvian,1,1,0,353783484,0,0,0,14/09/23
Turkish,1,1,0,353783484,0,0,0,14/09/23
Ukrainian,1,1,0,353783484,0,0,0,14/09/23
Armenian,1,1,0,353783484,0,0,0,15/09/23
Chinese,1,1,0,353783484,0,1,1,15/09/23
English,420,482,0,353783484,0,0.635496183,333,15/09/23
French,4,4,0,353783484,0,1,4,15/09/23
Italian,2,2,0,353783484,0,1,2,15/09/23
Korean,2,2,0,353783484,0,1,2,15/09/23
Spanish,4,4,0,353783484,0,0.5,2,15/09/23
Swedish,1,1,0,353783484,0,0.5,1,15/09/23
Chinese,2,2,0,353783484,0,0.5,1,16/09/23
Croatian,1,1,0,353783484,0,0,0,16/09/23
Dutch,1,1,0,353783484,0,0,0,16/09/23
English,402,449,0,353783484,0,0.664596273,321,16/09/23
French,2,2,0,353783484,0,0.5,1,16/09/23
Polish,2,2,0,353783484,0,1,2,16/09/23
Vietnamese,1,1,0,353783484,0,1,1,16/09/23
Arabic,1,1,0,353783484,0,0,0,17/09/23
Chinese,3,4,0,353783484,0,0.5,2,17/09/23
Dutch,1,1,0,353783484,0,1,1,17/09/23
English,421,462,0,353783484,0,0.639839034,318,17/09/23
French,4,4,0,353783484,0,1,4,17/09/23
Spanish,1,1,0,353783484,0,1,1,17/09/23
Ukrainian,1,1,0,353783484,0,0,0,17/09/23
Chinese,4,5,0,353783484,0,0.6,3,18/09/23
Croatian,1,1,0,353783484,0,0,0,18/09/23
Danish,1,1,0,353783484,0,0,0,18/09/23
English,519,591,0,353783484,0,0.679699248,452,18/09/23
French,7,7,0,353783484,0,0.625,5,18/09/23
German,1,1,0,353783484,0,1,1,18/09/23
Hindi,1,1,0,353783484,0,0,0,18/09/23
Italian,1,1,0,353783484,0,1,1,18/09/23
Korean,1,1,0,353783484,0,1,1,18/09/23
Polish,0,1,0,353783484,0,1,1,18/09/23
Spanish,1,2,0,353783484,0,1,2,18/09/23
Turkish,1,1,0,353783484,0,1,1,18/09/23
Ukrainian,2,2,0,353783484,0,0,0,18/09/23
Chinese,5,5,0,353783484,0,1,6,19/09/23
Dutch,1,1,0,353783484,0,1,1,19/09/23
English,507,571,0,353783484,0,0.670866142,426,19/09/23
French,6,6,0,353783484,0,0.571428571,4,19/09/23
Indonesian,1,1,0,353783484,0,1,1,19/09/23
Japanese,2,2,0,353783484,0,0.5,1,19/09/23
Portuguese,1,2,0,353783484,0,0.666666667,2,19/09/23
Romanian,1,1,0,353783484,0,1,1,19/09/23
Russian,1,1,0,353783484,0,1,1,19/09/23
Spanish,1,1,0,353783484,0,0,0,19/09/23
Arabic,1,1,0,353783484,0,0,0,20/09/23
Chinese,5,5,0,353783484,0,0.875,7,20/09/23
Czech,1,1,0,353783484,0,0,0,20/09/23
English,464,532,0,353783484,0,0.646666667,388,20/09/23
French,5,6,0,353783484,0,0.666666667,4,20/09/23
Latvian,1,1,0,353783484,0,0,0,20/09/23
Portuguese,0,1,0,353783484,0,1,1,20/09/23
Russian,1,1,0,353783484,0,1,1,20/09/23
Turkish,1,2,0,353783484,0,0.5,1,20/09/23
Chinese,3,4,0,353783484,0,0.4,2,21/09/23
English,457,523,0,353783484,0,0.647457627,382,21/09/23
French,3,3,0,353783484,0,0.333333333,1,21/09/23
Greek,1,1,0,353783484,0,1,2,21/09/23
Japanese,1,1,0,353783484,0,0,0,21/09/23
Portuguese,2,2,0,353783484,0,0.5,1,21/09/23
Spanish,3,3,0,353783484,0,0.666666667,2,21/09/23
Ukrainian,2,2,0,353783484,0,0.5,1,21/09/23
Chinese,4,4,0,353783484,0,0.6,3,22/09/23
Croatian,1,1,0,353783484,0,1,1,22/09/23
Dutch,1,1,0,353783484,0,1,2,22/09/23
English,452,515,0,353783484,0,0.594782609,342,22/09/23
French,5,6,0,353783484,0,0.5,3,22/09/23
Hungarian,1,1,0,353783484,0,1,1,22/09/23
Japanese,0,1,0,353783484,0,0,0,22/09/23
Spanish,1,1,0,353783484,0,0,0,22/09/23
Chinese,1,1,0,353783484,0,1,1,23/09/23
Croatian,1,1,0,353783484,0,1,1,23/09/23
Czech,1,1,0,353783484,0,1,1,23/09/23
English,460,504,0,353783484,0,0.644927536,356,23/09/23
French,3,3,0,353783484,0,0.333333333,1,23/09/23
Polish,1,1,0,353783484,0,1,1,23/09/23
Portuguese,1,1,0,353783484,0,1,1,23/09/23
Russian,1,1,0,353783484,0,1,1,23/09/23
Spanish,1,1,0,353783484,0,0,0,23/09/23
Turkish,1,1,0,353783484,0,0,0,23/09/23
Ukrainian,1,1,0,353783484,0,0,0,23/09/23
Bulgarian,2,2,0,353783484,0,0.5,1,24/09/23
Chinese,1,2,0,353783484,0,0.666666667,2,24/09/23
English,464,507,0,353783484,0,0.663063063,368,24/09/23
French,3,4,0,353783484,0,0.8,4,24/09/23
Greek,1,1,0,353783484,0,1,1,24/09/23
Hungarian,1,1,0,353783484,0,0,0,24/09/23
Portuguese,1,1,0,353783484,0,0,0,24/09/23
Russian,4,4,0,353783484,0,0.8,4,24/09/23
Spanish,2,2,0,353783484,0,1,2,24/09/23
Vietnamese,2,2,0,353783484,0,1,2,24/09/23
Arabic,1,1,0,353783484,0,0,0,25/09/23
Chinese,2,3,0,353783484,0,0.666666667,2,25/09/23
Czech,1,1,0,353783484,0,0,0,25/09/23
English,599,674,0,353783484,0,0.659430122,486,25/09/23
French,1,2,0,353783484,0,0.666666667,2,25/09/23
German,2,2,0,353783484,0,0,0,25/09/23
Hungarian,0,1,0,353783484,0,1,1,25/09/23
Russian,1,1,0,353783484,0,1,1,25/09/23
Serbian,1,1,0,353783484,0,1,1,25/09/23
Spanish,2,2,0,353783484,0,1,2,25/09/23
Swedish,1,1,0,353783484,0,1,1,25/09/23
Turkish,1,1,0,353783484,0,1,1,25/09/23
Vietnamese,1,1,0,353783484,0,1,1,25/09/23
Arabic,2,2,0,353783484,0,0.5,1,26/09/23
Chinese,3,5,0,353783484,0,0.4,2,26/09/23
Danish,1,1,0,353783484,0,0,0,26/09/23
English,512,590,0,353783484,0,0.649923896,427,26/09/23
French,4,5,0,353783484,0,0.6,3,26/09/23
Italian,1,1,0,353783484,0,0,0,26/09/23
Japanese,1,1,0,353783484,0,0,0,26/09/23
Macedonian,1,1,0,353783484,0,0,0,26/09/23
Spanish,2,2,0,353783484,0,0.5,1,26/09/23
Turkish,1,1,0,353783484,0,0,0,26/09/23
Ukrainian,1,2,0,353783484,0,0.5,1,26/09/23
Vietnamese,1,2,0,353783484,0,0,0,26/09/23
Chinese,1,1,0,353783484,0,1,1,27/09/23
English,472,528,0,353783484,0,0.614853195,356,27/09/23
French,4,5,0,353783484,0,0.666666667,4,27/09/23
German,1,1,0,353783484,0,0,0,27/09/23
Japanese,0,1,0,353783484,0,1,1,27/09/23
Romanian,1,1,0,353783484,0,1,1,27/09/23
Russian,1,1,0,353783484,0,0,0,27/09/23
Spanish,2,2,0,353783484,0,0.5,1,27/09/23
Turkish,2,2,0,353783484,0,0.5,1,27/09/23
Chinese,1,1,0,353783484,0,1,1,28/09/23
Dutch,1,1,0,353783484,0,0,0,28/09/23
English,471,523,0,353783484,0,0.640759931,371,28/09/23
French,6,9,0,353783484,0,0.444444444,4,28/09/23
Slovak,1,1,0,353783484,0,0,0,28/09/23
Swedish,1,1,0,353783484,0,0,0,28/09/23
Ukrainian,1,1,0,353783484,0,1,1,28/09/23
Arabic,1,1,0,353783484,0,0,0,29/09/23
English,462,519,0,353783484,0,0.648695652,373,29/09/23
French,11,11,0,353783484,0,0.545454545,6,29/09/23
Italian,1,1,0,353783484,0,1,1,29/09/23
Korean,1,1,0,353783484,0,1,1,29/09/23
Russian,1,1,0,353783484,0,0,0,29/09/23
Spanish,3,3,0,353783484,0,0.666666667,2,29/09/23
Chinese,2,2,0,353783484,0,1,2,30/09/23
Danish,1,1,0,353783484,0,1,1,30/09/23
English,459,511,0,353783484,0,0.644760213,363,30/09/23
French,0,1,0,353783484,0,1,1,30/09/23
Italian,1,1,0,353783484,0,1,1,30/09/23
Korean,1,1,0,353783484,0,1,1,30/09/23
Portuguese,1,1,0,353783484,0,1,1,30/09/23
Swedish,1,1,0,353783484,0,1,1,30/09/23
Welsh,1,1,0,353783484,0,0,0,30/09/23
Chinese,3,5,0,353783484,0,0.833333333,5,01/10/23
Dutch,1,1,0,353783484,0,0,0,01/10/23
English,431,481,0,353783484,0,0.638297872,330,01/10/23
French,6,7,0,353783484,0,0.714285714,5,01/10/23
Hungarian,1,1,0,353783484,0,1,1,01/10/23
Korean,1,1,0,353783484,0,1,1,01/10/23
Portuguese,1,1,0,353783484,0,0,0,01/10/23
Russian,0,1,0,353783484,0,1,1,01/10/23
Spanish,3,3,0,353783484,0,0.666666667,2,01/10/23
Turkish,1,1,0,353783484,0,0,0,01/10/23
English,596,665,0,353783484,0,0.619178082,452,02/10/23
French,8,8,0,353783484,0,0.75,6,02/10/23
Greek,1,1,0,353783484,0,1,1,02/10/23
Korean,1,1,0,353783484,0,1,1,02/10/23
Portuguese,1,1,0,353783484,0,1,1,02/10/23
Russian,1,1,0,353783484,0,0,0,02/10/23
Spanish,1,2,0,353783484,0,0.5,1,02/10/23
Ukrainian,0,1,0,353783484,0,1,1,02/10/23
Arabic,1,1,0,353783484,0,0,0,03/10/23
English,494,562,0,353783484,0,0.678104575,415,03/10/23
French,10,12,0,353783484,0,0.692307692,9,03/10/23
Hungarian,1,1,0,353783484,0,0.333333333,1,03/10/23
Portuguese,1,1,0,353783484,0,1,1,03/10/23
Spanish,3,4,0,353783484,0,0.5,2,03/10/23
Turkish,1,1,0,353783484,0,1,1,03/10/23
Bengali,0,1,0,353783484,0,0,0,04/10/23
Chinese,3,3,0,353783484,0,0.666666667,2,04/10/23
English,480,554,0,353783484,0,0.655844156,404,04/10/23
French,2,3,0,353783484,0,1,3,04/10/23
German,1,1,0,353783484,0,0,0,04/10/23
Latvian,1,1,0,353783484,0,0,0,04/10/23
Polish,1,1,0,353783484,0,1,1,04/10/23
Russian,1,1,0,353783484,0,0.5,1,04/10/23
Spanish,1,2,0,353783484,0,1,2,04/10/23
Turkish,2,2,0,353783484,0,0.5,1,04/10/23
Vietnamese,1,1,0,353783484,0,0,0,04/10/23
Chinese,3,3,0,353783484,0,0.666666667,2,05/10/23
Croatian,1,1,0,353783484,0,0.5,1,05/10/23
Danish,1,1,0,353783484,0,0,0,05/10/23
English,473,531,0,353783484,0,0.653716216,387,05/10/23
Finnish,2,2,0,353783484,0,1,2,05/10/23
French,10,12,0,353783484,0,0.5,7,05/10/23
Portuguese,1,1,0,353783484,0,0.333333333,1,05/10/23
Swedish,1,1,0,353783484,0,1,1,05/10/23
Turkish,0,1,0,353783484,0,1,1,05/10/23
Bosnian,1,1,0,353783484,0,1,1,06/10/23
Chinese,2,2,0,353783484,0,1,2,06/10/23
Croatian,0,1,0,353783484,0,0.5,1,06/10/23
English,469,532,0,353783484,0,0.647469459,371,06/10/23
Finnish,1,1,0,353783484,0,0,0,06/10/23
French,1,1,0,353783484,0,0,0,06/10/23
Hungarian,1,1,0,353783484,0,0,0,06/10/23
Polish,2,2,0,353783484,0,1,2,06/10/23
Russian,3,4,0,353783484,0,0.5,2,06/10/23
Arabic,1,1,0,353783484,0,1,1,07/10/23
Chinese,6,7,0,353783484,0,0.875,7,07/10/23
English,471,510,0,353783484,0,0.647058824,352,07/10/23
French,7,7,0,353783484,0,0.285714286,2,07/10/23
Norwegian Bokmål,1,1,0,353783484,0,1,1,07/10/23
Polish,2,2,0,353783484,0,1,2,07/10/23
Portuguese,2,2,0,353783484,0,0,0,07/10/23
Slovak,1,1,0,353783484,0,0,0,07/10/23
Ukrainian,1,1,0,353783484,0,0,0,07/10/23
Afrikaans,1,1,0,353783484,0,1,1,08/10/23
Chinese,2,2,0,353783484,0,0.5,1,08/10/23
Croatian,0,1,0,353783484,0,0,0,08/10/23
Dutch,1,1,0,353783484,0,1,1,08/10/23
English,478,507,0,353783484,0,0.644612476,341,08/10/23
French,10,11,0,353783484,0,0.461538462,6,08/10/23
German,1,1,0,353783484,0,1,1,08/10/23
Indonesian,1,1,0,353783484,0,0,0,08/10/23
Portuguese,1,1,0,353783484,0,1,1,08/10/23
Spanish,1,1,0,353783484,0,0,0,08/10/23
Ukrainian,1,1,0,353783484,0,0,0,08/10/23
Vietnamese,1,1,0,353783484,0,1,1,08/10/23
Arabic,1,1,0,353783484,0,0,0,09/10/23
Chinese,2,3,0,353783484,0,0,0,09/10/23
English,576,611,0,353783484,0,0.647692308,421,09/10/23
French,4,5,0,353783484,0,0.6,3,09/10/23
Indonesian,0,1,0,353783484,0,1,1,09/10/23
Romanian,1,1,0,353783484,0,1,1,09/10/23
Vietnamese,0,1,0,353783484,0,0,0,09/10/23
Bulgarian,1,1,0,353783484,0,0,0,10/10/23
Chinese,4,5,0,353783484,0,0.6,3,10/10/23
English,580,656,0,353783484,0,0.62295082,456,10/10/23
French,5,6,0,353783484,0,1,6,10/10/23
German,3,3,0,353783484,0,0.75,3,10/10/23
Hungarian,1,1,0,353783484,0,0,0,10/10/23
Portuguese,2,2,0,353783484,0,0.5,1,10/10/23
Romanian,2,2,0,353783484,0,0,0,10/10/23
Slovak,1,1,0,353783484,0,1,1,10/10/23
Spanish,3,3,0,353783484,0,0.666666667,2,10/10/23
Ukrainian,1,1,0,353783484,0,1,1,10/10/23
Arabic,1,1,0,353783484,0,0,0,11/10/23
Armenian,2,1,0,353783484,0,1,1,11/10/23
Chinese,0,1,0,353783484,0,1,1,11/10/23
Croatian,2,2,0,353783484,0,0,0,11/10/23
English,601,677,0,353783484,0,0.643724696,477,11/10/23
French,10,11,0,353783484,0,0.384615385,5,11/10/23
German,1,1,0,353783484,0,1,1,11/10/23
Korean,1,1,0,353783484,0,1,1,11/10/23
Portuguese,2,2,0,353783484,0,1,2,11/10/23
Romanian,1,1,0,353783484,0,1,1,11/10/23
Russian,2,2,0,353783484,0,0.333333333,1,11/10/23
Slovak,1,1,0,353783484,0,1,1,11/10/23
Spanish,1,1,0,353783484,0,1,1,11/10/23
Turkish,1,1,0,353783484,0,1,1,11/10/23
Bulgarian,1,1,0,353783484,0,0,0,12/10/23
Chinese,1,2,0,353783484,0,0,0,12/10/23
Dutch,1,1,0,353783484,0,1,1,12/10/23
English,545,602,0,353783484,0,0.632683658,422,12/10/23
French,4,5,0,353783484,0,0.4,2,12/10/23
Italian,1,1,0,353783484,0,1,1,12/10/23
Korean,0,1,0,353783484,0,0,0,12/10/23
Russian,2,2,0,353783484,0,0.5,1,12/10/23
Spanish,2,2,0,353783484,0,0,0,12/10/23
Turkish,2,2,0,353783484,0,0.5,1,12/10/23
Ukrainian,1,1,0,353783484,0,0,0,12/10/23
Chinese,4,4,0,353783484,0,0.5,2,13/10/23
Croatian,1,1,0,353783484,0,0,0,13/10/23
English,549,598,0,353783484,0,0.653435115,428,13/10/23
French,8,8,0,353783484,0,0.625,5,13/10/23
Korean,1,1,0,353783484,0,1,1,13/10/23
Norwegian Bokmål,1,1,0,353783484,0,1,1,13/10/23
Portuguese,1,1,0,353783484,0,1,1,13/10/23
Spanish,2,2,0,353783484,0,0.5,1,13/10/23
Ukrainian,1,1,0,353783484,0,1,1,13/10/23
Albanian,1,1,0,353783484,0,1,1,14/10/23
Chinese,1,1,0,353783484,0,1,1,14/10/23
English,563,613,0,353783484,0,0.604826546,401,14/10/23
French,6,6,0,353783484,0,0.833333333,5,14/10/23
Korean,1,1,0,353783484,0,1,1,14/10/23
Polish,1,1,0,353783484,0,0,0,14/10/23
Portuguese,1,1,0,353783484,0,0,0,14/10/23
Spanish,1,1,0,353783484,0,0,0,14/10/23
Swedish,1,1,0,353783484,0,1,1,14/10/23
Chinese,6,6,0,353783484,0,0.833333333,5,15/10/23
English,536,582,0,353783484,0,0.666666667,418,15/10/23
French,2,2,0,353783484,0,1,2,15/10/23
German,1,1,0,353783484,0,1,1,15/10/23
Latvian,1,1,0,353783484,0,1,1,15/10/23
Norwegian Bokmål,1,1,0,353783484,0,1,1,15/10/23
Russian,1,1,0,353783484,0,1,1,15/10/23
Spanish,1,1,0,353783484,0,0,0,15/10/23
Swedish,1,1,0,353783484,0,1,1,15/10/23
Ukrainian,0,1,0,353783484,0,0,0,15/10/23
Bulgarian,1,1,0,353783484,0,0,0,16/10/23
Chinese,1,1,0,353783484,0,1,1,16/10/23
English,640,720,0,353783484,0,0.657894737,525,16/10/23
French,8,10,0,353783484,0,0.818181818,9,16/10/23
German,2,2,0,353783484,0,0.5,1,16/10/23
Polish,3,3,0,353783484,0,1,3,16/10/23
