language,newusers,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,date
French,10,10,0,353783484,0,0.727272727,8,20/10/23
Greek,1,1,0,353783484,0,0.5,1,20/10/23
Indonesian,2,2,0,353783484,0,1,2,20/10/23
Portuguese,1,1,0,353783484,0,0,0,20/10/23
Russian,1,1,0,353783484,0,1,1,20/10/23
Serbian,1,2,0,353783484,0,0.5,1,20/10/23
Spanish,1,1,0,353783484,0,1,1,20/10/23
Turkish,2,2,0,353783484,0,1,2,20/10/23
Chinese,2,2,0,353783484,0,1,2,21/10/23
Danish,1,1,0,353783484,0,0,0,21/10/23
Dutch,1,1,0,353783484,0,1,1,21/10/23
English,546,592,0,353783484,0,0.635220126,404,21/10/23
French,2,2,0,353783484,0,0.5,1,21/10/23
German,2,2,0,353783484,0,1,2,21/10/23
Greek,0,1,0,353783484,0,0,0,21/10/23
Korean,1,1,0,353783484,0,1,1,21/10/23
Romanian,1,1,0,353783484,0,0,0,21/10/23
Spanish,2,2,0,353783484,0,0.5,1,21/10/23
Arabic,1,1,0,353783484,0,1,1,22/10/23
Chinese,3,4,0,353783484,0,0.25,1,22/10/23
Dutch,1,1,0,353783484,0,1,1,22/10/23
English,549,589,0,353783484,0,0.632850242,393,22/10/23
Estonian,1,1,0,353783484,0,1,1,22/10/23
French,6,6,0,353783484,0,0.5,3,22/10/23
Japanese,1,1,0,353783484,0,0,0,22/10/23
Russian,1,1,0,353783484,0,1,1,22/10/23
Spanish,1,2,0,353783484,0,0.5,1,22/10/23
Swedish,1,1,0,353783484,0,1,1,22/10/23
Chinese,2,2,0,353783484,0,0.5,1,23/10/23
Danish,1,1,0,353783484,0,1,1,23/10/23
Dutch,1,1,0,353783484,0,1,1,23/10/23
English,661,717,0,353783484,0,0.670951157,522,23/10/23
French,8,10,0,353783484,0,0.7,7,23/10/23
Greek,1,1,0,353783484,0,0,0,23/10/23
Italian,2,2,0,353783484,0,0.5,1,23/10/23
Korean,1,1,0,353783484,0,0,0,23/10/23
Portuguese,1,1,0,353783484,0,1,1,23/10/23
Russian,2,2,0,353783484,0,1,3,23/10/23
Turkish,1,1,0,353783484,0,1,1,23/10/23
Vietnamese,1,1,0,353783484,0,0,0,23/10/23
Chinese,5,6,0,353783484,0,0.285714286,2,24/10/23
Croatian,1,1,0,353783484,0,0,0,24/10/23
Czech,1,1,0,353783484,0,0,0,24/10/23
Dutch,2,2,0,353783484,0,1,2,24/10/23
English,602,674,0,353783484,0,0.628571429,462,24/10/23
French,7,7,0,353783484,0,0.625,5,24/10/23
Hungarian,1,1,0,353783484,0,0,0,24/10/23
Japanese,1,1,0,353783484,0,0,0,24/10/23
Korean,1,1,0,353783484,0,1,1,24/10/23
Lithuanian,1,1,0,353783484,0,1,1,24/10/23
Polish,2,2,0,353783484,0,0.5,1,24/10/23
Russian,1,2,0,353783484,0,0.75,3,24/10/23
Spanish,1,1,0,353783484,0,1,1,24/10/23
Turkish,0,1,0,353783484,0,1,1,24/10/23
Chinese,1,1,0,353783484,0,1,1,25/10/23
English,618,670,0,353783484,0,0.637978142,467,25/10/23
French,11,13,0,353783484,0,0.785714286,11,25/10/23
German,1,1,0,353783484,0,1,1,25/10/23
Italian,2,2,0,353783484,0,0.5,1,25/10/23
Japanese,1,1,0,353783484,0,1,1,25/10/23
Persian,1,1,0,353783484,0,0.5,1,25/10/23
Russian,1,1,0,353783484,0,0,0,25/10/23
Spanish,1,1,0,353783484,0,0,0,25/10/23
Turkish,1,1,0,353783484,0,1,1,25/10/23
Ukrainian,1,1,0,353783484,0,1,1,25/10/23
Chinese,1,1,0,353783484,0,1,1,26/10/23
Danish,1,1,0,353783484,0,0,0,26/10/23
Dutch,1,1,0,353783484,0,1,1,26/10/23
English,558,629,0,353783484,0,0.616398243,421,26/10/23
French,8,9,0,353783484,0,0.818181818,9,26/10/23
Greek,1,1,0,353783484,0,1,1,26/10/23
Korean,1,1,0,353783484,0,1,1,26/10/23
Norwegian Bokmål,1,1,0,353783484,0,0,0,26/10/23
Polish,1,1,0,353783484,0,1,1,26/10/23
Russian,1,2,0,353783484,0,1,2,26/10/23
Spanish,1,1,0,353783484,0,1,1,26/10/23
Turkish,1,1,0,353783484,0,1,1,26/10/23
Chinese,4,4,0,353783484,0,0.5,2,27/10/23
English,562,644,0,353783484,0,0.637254902,455,27/10/23
French,9,10,0,353783484,0,0.6,6,27/10/23
Persian,1,1,0,353783484,0,1,1,27/10/23
Polish,0,1,0,353783484,0,1,1,27/10/23
Russian,0,2,0,353783484,0,0.5,1,27/10/23
Spanish,1,1,0,353783484,0,0,0,27/10/23
Turkish,1,1,0,353783484,0,1,1,27/10/23
Chinese,3,3,0,353783484,0,1,3,28/10/23
English,533,585,0,353783484,0,0.6484375,415,28/10/23
French,2,3,0,353783484,0,1,3,28/10/23
German,1,1,0,353783484,0,1,1,28/10/23
Japanese,1,1,0,353783484,0,1,1,28/10/23
Korean,1,1,0,353783484,0,0.333333333,1,28/10/23
Polish,2,2,0,353783484,0,1,2,28/10/23
Portuguese,1,1,0,353783484,0,1,1,28/10/23
Spanish,2,2,0,353783484,0,0.333333333,1,28/10/23
Ukrainian,1,1,0,353783484,0,1,1,28/10/23
Arabic,1,1,0,353783484,0,0,0,29/10/23
Chinese,1,2,0,353783484,0,0.5,1,29/10/23
English,569,605,0,353783484,0,0.665123457,431,29/10/23
French,3,4,0,353783484,0,0.5,2,29/10/23
Greek,1,1,0,353783484,0,1,1,29/10/23
Indonesian,1,1,0,353783484,0,0.5,1,29/10/23
Japanese,0,1,0,353783484,0,1,1,29/10/23
Korean,0,1,0,353783484,0,1,2,29/10/23
Portuguese,1,1,0,353783484,0,1,1,29/10/23
Russian,1,2,0,353783484,0,0.5,1,29/10/23
Spanish,1,1,0,353783484,0,1,1,29/10/23
Ukrainian,1,1,0,353783484,0,0,0,29/10/23
Chinese,2,3,0,353783484,0,0.666666667,2,30/10/23
English,692,771,0,353783484,0,0.661137441,558,30/10/23
French,10,10,0,353783484,0,0.6,6,30/10/23
Korean,1,2,0,353783484,0,0,0,30/10/23
Lithuanian,1,1,0,353783484,0,1,1,30/10/23
Polish,0,1,0,353783484,0,1,1,30/10/23
Portuguese,2,2,0,353783484,0,0,0,30/10/23
Russian,2,2,0,353783484,0,0.5,1,30/10/23
Slovak,1,1,0,353783484,0,1,1,30/10/23
Swedish,1,1,0,353783484,0,0,0,30/10/23
Ukrainian,2,2,0,353783484,0,1,2,30/10/23
Vietnamese,0,1,0,353783484,0,1,1,30/10/23
Chinese,4,4,0,353783484,0,0.75,3,31/10/23
English,603,674,0,353783484,0,0.642091153,479,31/10/23
French,11,11,0,353783484,0,0.818181818,9,31/10/23
German,0,1,0,353783484,0,0,0,31/10/23
Indonesian,1,1,0,353783484,0,1,1,31/10/23
Korean,2,2,0,353783484,0,1,2,31/10/23
Norwegian Bokmål,1,1,0,353783484,0,1,1,31/10/23
Spanish,2,2,0,353783484,0,0.5,1,31/10/23
Thai,1,1,0,353783484,0,0,0,31/10/23
Turkish,1,1,0,353783484,0,1,1,31/10/23
Ukrainian,1,1,0,353783484,0,1,1,31/10/23
Vietnamese,2,2,0,353783484,0,0.5,1,31/10/23
Chinese,1,1,0,353783484,0,1,1,01/11/23
English,622,704,0,353783484,0,0.621271077,479,01/11/23
French,13,13,0,353783484,0,0.692307692,9,01/11/23
Greek,1,1,0,353783484,0,1,2,01/11/23
Romanian,1,1,0,353783484,0,0,0,01/11/23
Russian,2,2,0,353783484,0,0.5,1,01/11/23
Spanish,4,4,0,353783484,0,0.5,2,01/11/23
Turkish,2,2,0,353783484,0,0.333333333,1,01/11/23
Ukrainian,2,2,0,353783484,0,0.666666667,2,01/11/23
Chinese,4,4,0,353783484,0,0.75,3,02/11/23
Dutch,1,1,0,353783484,0,1,1,02/11/23
English,578,656,0,353783484,0,0.633608815,460,02/11/23
French,2,2,0,353783484,0,1,2,02/11/23
Greek,1,1,0,353783484,0,0,0,02/11/23
Hungarian,1,1,0,353783484,0,1,1,02/11/23
Italian,1,1,0,353783484,0,1,1,02/11/23
Norwegian Bokmål,1,1,0,353783484,0,1,1,02/11/23
Persian,1,1,0,353783484,0,0,0,02/11/23
Russian,2,2,0,353783484,0,0.5,1,02/11/23
Slovenian,1,1,0,353783484,0,0,0,02/11/23
Spanish,2,2,0,353783484,0,0,0,02/11/23
Turkish,0,1,0,353783484,0,0,0,02/11/23
Chinese,1,1,0,353783484,0,0,0,03/11/23
Danish,1,1,0,353783484,0,0,0,03/11/23
Dutch,1,1,0,353783484,0,1,1,03/11/23
English,658,738,0,353783484,0,0.65403423,535,03/11/23
French,3,4,0,353783484,0,0.25,1,03/11/23
German,1,1,0,353783484,0,0,0,03/11/23
Korean,2,2,0,353783484,0,1,3,03/11/23
Polish,1,1,0,353783484,0,1,1,03/11/23
Russian,1,1,0,353783484,0,0,0,03/11/23
Slovak,1,1,0,353783484,0,0.5,1,03/11/23
Spanish,1,1,0,353783484,0,1,1,03/11/23
Thai,1,1,0,353783484,0,1,1,03/11/23
Vietnamese,1,1,0,353783484,0,1,1,03/11/23
Chinese,3,4,0,353783484,0,0.8,4,04/11/23
English,656,703,0,353783484,0,0.640583554,483,04/11/23
Finnish,1,1,0,353783484,0,0,0,04/11/23
French,11,11,0,353783484,0,0.545454545,6,04/11/23
Hebrew,1,1,0,353783484,0,0,0,04/11/23
Macedonian,1,1,0,353783484,0,0,0,04/11/23
Polish,1,1,0,353783484,0,1,1,04/11/23
Russian,2,2,0,353783484,0,0,0,04/11/23
Spanish,1,1,0,353783484,0,1,1,04/11/23
Turkish,1,1,0,353783484,0,1,1,04/11/23
Ukrainian,1,1,0,353783484,0,0.5,1,04/11/23
Arabic,1,1,0,353783484,0,1,1,05/11/23
Chinese,2,2,0,353783484,0,1,2,05/11/23
English,575,625,0,353783484,0,0.652631579,434,05/11/23
Estonian,1,1,0,353783484,0,1,1,05/11/23
French,11,11,0,353783484,0,0.615384615,8,05/11/23
Greek,1,1,0,353783484,0,0,0,05/11/23
Italian,2,2,0,353783484,0,0.5,1,05/11/23
Korean,4,4,0,353783484,0,0.25,1,05/11/23
Russian,1,1,0,353783484,0,1,1,05/11/23
Spanish,2,2,0,353783484,0,1,2,05/11/23
Thai,1,1,0,353783484,0,0,0,05/11/23
Turkish,1,1,0,353783484,0,1,1,05/11/23
Arabic,1,1,0,353783484,0,0,0,06/11/23
Chinese,2,2,0,353783484,0,0,0,06/11/23
English,659,739,0,353783484,0,0.65403423,535,06/11/23
French,6,7,0,353783484,0,0.714285714,5,06/11/23
Greek,1,1,0,353783484,0,1,1,06/11/23
Hebrew,1,1,0,353783484,0,1,1,06/11/23
Italian,1,1,0,353783484,0,1,1,06/11/23
Japanese,1,1,0,353783484,0,0,0,06/11/23
Korean,1,1,0,353783484,0,0,0,06/11/23
Lithuanian,1,1,0,353783484,0,1,1,06/11/23
Russian,1,1,0,353783484,0,0,0,06/11/23
Spanish,4,4,0,353783484,0,0,0,06/11/23
Swedish,1,1,0,353783484,0,0,0,06/11/23
Chinese,1,1,0,353783484,0,1,2,07/11/23
Czech,1,1,0,353783484,0,1,1,07/11/23
English,620,695,0,353783484,0,0.609210526,463,07/11/23
French,2,4,0,353783484,0,0.4,2,07/11/23
German,1,1,0,353783484,0,0,0,07/11/23
Indonesian,1,1,0,353783484,0,1,1,07/11/23
Korean,3,3,0,353783484,0,0.333333333,1,07/11/23
Spanish,2,2,0,353783484,0,0.5,1,07/11/23
Turkish,2,2,0,353783484,0,1,2,07/11/23
Vietnamese,1,1,0,353783484,0,1,1,07/11/23
Afrikaans,1,1,0,353783484,0,1,1,08/11/23
Arabic,2,2,0,353783484,0,0.5,1,08/11/23
Chinese,1,1,0,353783484,0,1,1,08/11/23
English,614,690,0,353783484,0,0.63538874,474,08/11/23
French,8,10,0,353783484,0,0.6,6,08/11/23
German,1,2,0,353783484,0,0.5,1,08/11/23
Hungarian,1,1,0,353783484,0,0,0,08/11/23
Icelandic,1,1,0,353783484,0,0,0,08/11/23
Italian,1,1,0,353783484,0,1,1,08/11/23
Korean,1,1,0,353783484,0,0,0,08/11/23
Norwegian Bokmål,1,1,0,353783484,0,1,1,08/11/23
Portuguese,2,2,0,353783484,0,0.5,1,08/11/23
Russian,2,2,0,353783484,0,0,0,08/11/23
Serbian,1,1,0,353783484,0,0,0,08/11/23
Spanish,4,4,0,353783484,0,0.5,2,08/11/23
Turkish,1,1,0,353783484,0,1,1,08/11/23
Ukrainian,1,2,0,353783484,0,0.333333333,1,08/11/23
Chinese,3,3,0,353783484,0,1,3,09/11/23
English,573,651,0,353783484,0,0.602758621,437,09/11/23
French,8,9,0,353783484,0,0.555555556,5,09/11/23
German,1,1,0,353783484,0,1,1,09/11/23
Italian,1,1,0,353783484,0,0,0,09/11/23
Korean,1,1,0,353783484,0,1,1,09/11/23
Portuguese,1,1,0,353783484,0,1,1,09/11/23
Russian,2,4,0,353783484,0,0.75,3,09/11/23
Slovak,1,1,0,353783484,0,0,0,09/11/23
Spanish,3,3,0,353783484,0,0.333333333,1,09/11/23
Turkish,0,2,0,353783484,0,0.5,1,09/11/23
Ukrainian,1,1,0,353783484,0,0,0,09/11/23
Bengali,1,1,0,353783484,0,1,1,10/11/23
Chinese,1,1,0,353783484,0,1,1,10/11/23
English,644,699,0,353783484,0,0.619736842,471,10/11/23
French,6,6,0,353783484,0,0.5,3,10/11/23
Hungarian,3,3,0,353783484,0,0.333333333,1,10/11/23
Italian,1,1,0,353783484,0,1,1,10/11/23
Korean,1,1,0,353783484,0,0,0,10/11/23
Polish,1,1,0,353783484,0,0,0,10/11/23
Portuguese,1,1,0,353783484,0,1,1,10/11/23
Russian,1,1,0,353783484,0,1,1,10/11/23
Spanish,2,2,0,353783484,0,0,0,10/11/23
Turkish,2,3,0,353783484,0,1,3,10/11/23
Vietnamese,1,1,0,353783484,0,0,0,10/11/23
Chinese,2,2,0,353783484,0,0,0,11/11/23
Danish,1,1,0,353783484,0,1,1,11/11/23
English,595,654,0,353783484,0,0.655221745,458,11/11/23
Finnish,1,1,0,353783484,0,0,0,11/11/23
French,4,4,0,353783484,0,0.6,3,11/11/23
Greek,1,1,0,353783484,0,1,1,11/11/23
Italian,1,1,0,353783484,0,1,2,11/11/23
Portuguese,2,2,0,353783484,0,0,0,11/11/23
Spanish,2,2,0,353783484,0,0,0,11/11/23
Chinese,3,5,0,353783484,0,0.2,1,12/11/23
Danish,1,1,0,353783484,0,1,1,12/11/23
Dutch,1,1,0,353783484,0,1,1,12/11/23
English,592,644,0,353783484,0,0.668639053,452,12/11/23
French,5,6,0,353783484,0,0.5,3,12/11/23
Italian,1,2,0,353783484,0,1,2,12/11/23
Latvian,1,1,0,353783484,0,1,1,12/11/23
Russian,2,2,0,353783484,0,0.5,1,12/11/23
Spanish,4,4,0,353783484,0,0.5,2,12/11/23
Swedish,1,1,0,353783484,0,0,0,12/11/23
Turkish,1,1,0,353783484,0,0,0,12/11/23
Ukrainian,0,1,0,353783484,0,0,0,12/11/23
Vietnamese,1,1,0,353783484,0,1,1,12/11/23
Bulgarian,1,1,0,353783484,0,0,0,13/11/23
Chinese,5,7,0,353783484,0,0.625,5,13/11/23
Dutch,3,3,0,353783484,0,0.5,2,13/11/23
English,669,751,0,353783484,0,0.663390663,540,13/11/23
French,7,7,0,353783484,0,0.5,4,13/11/23
Hungarian,1,1,0,353783484,0,1,1,13/11/23
Indonesian,1,1,0,353783484,0,1,1,13/11/23
Polish,1,1,0,353783484,0,0,0,13/11/23
Portuguese,1,1,0,353783484,0,1,1,13/11/23
Russian,2,3,0,353783484,0,0.75,3,13/11/23
Spanish,1,1,0,353783484,0,1,1,13/11/23
Swedish,1,1,0,353783484,0,0,0,13/11/23
Turkish,1,1,0,353783484,0,1,1,13/11/23
Ukrainian,0,1,0,353783484,0,0.5,1,13/11/23
Vietnamese,1,2,0,353783484,0,0.25,1,13/11/23
Chinese,2,2,0,353783484,0,0.5,1,14/11/23
English,628,684,0,353783484,0,0.642570281,480,14/11/23
French,6,6,0,353783484,0,0.833333333,5,14/11/23
Italian,1,1,0,353783484,0,1,1,14/11/23
Japanese,1,1,0,353783484,0,1,1,14/11/23
Portuguese,1,1,0,353783484,0,0,0,14/11/23
Russian,1,2,0,353783484,0,0,0,14/11/23
Spanish,1,1,0,353783484,0,0,0,14/11/23
Turkish,1,1,0,353783484,0,0,0,14/11/23
Ukrainian,1,1,0,353783484,0,0,0,14/11/23
Vietnamese,2,2,0,353783484,0,0.5,1,14/11/23
Chinese,1,1,0,353783484,0,0,0,15/11/23
English,587,649,0,353783484,0,0.64137931,465,15/11/23
French,6,6,0,353783484,0,0.428571429,3,15/11/23
German,3,3,0,353783484,0,0.333333333,1,15/11/23
Korean,1,1,0,353783484,0,1,1,15/11/23
Portuguese,0,1,0,353783484,0,1,1,15/11/23
Russian,2,2,0,353783484,0,0.5,1,15/11/23
Spanish,2,2,0,353783484,0,1,2,15/11/23
Turkish,2,2,0,353783484,0,1,2,15/11/23
Ukrainian,1,1,0,353783484,0,1,2,15/11/23
Danish,2,2,0,353783484,0,0.5,1,16/11/23
Dutch,1,1,0,353783484,0,0,0,16/11/23
English,545,600,0,353783484,0,0.633738602,417,16/11/23
Finnish,1,1,0,353783484,0,1,1,16/11/23
French,7,7,0,353783484,0,0.714285714,5,16/11/23
Korean,1,1,0,353783484,0,1,1,16/11/23
Latvian,0,1,0,353783484,0,1,1,16/11/23
Polish,0,1,0,353783484,0,0,0,16/11/23
Portuguese,1,1,0,353783484,0,1,1,16/11/23
Spanish,2,2,0,353783484,0,0,0,16/11/23
Swedish,1,1,0,353783484,0,1,1,16/11/23
Vietnamese,1,1,0,353783484,0,1,1,16/11/23
Arabic,1,1,0,353783484,0,0,0,17/11/23
Chinese,4,4,0,353783484,0,0.75,3,17/11/23
Czech,1,1,0,353783484,0,0,0,17/11/23
English,575,638,0,353783484,0,0.595959596,413,17/11/23
French,6,7,0,353783484,0,0.625,5,17/11/23
Hungarian,2,2,0,353783484,0,1,2,17/11/23
Polish,1,1,0,353783484,0,0,0,17/11/23
Romanian,2,2,0,353783484,0,1,2,17/11/23
Spanish,3,3,0,353783484,0,0.333333333,1,17/11/23
Vietnamese,1,2,0,353783484,0,0.5,1,17/11/23
Chinese,2,2,0,353783484,0,0,0,18/11/23
Dutch,1,1,0,353783484,0,0,0,18/11/23
English,620,664,0,353783484,0,0.642458101,460,18/11/23
French,6,6,0,353783484,0,0.666666667,4,18/11/23
Italian,2,2,0,353783484,0,0.5,1,18/11/23
Portuguese,1,1,0,353783484,0,1,1,18/11/23
Russian,2,2,0,353783484,0,1,2,18/11/23
Spanish,1,1,0,353783484,0,0,0,18/11/23
Swedish,0,1,0,353783484,0,0,0,18/11/23
Turkish,1,1,0,353783484,0,1,1,18/11/23
Vietnamese,0,1,0,353783484,0,0,0,18/11/23
Chinese,1,1,0,353783484,0,1,1,19/11/23
English,596,652,0,353783484,0,0.601449275,415,19/11/23
French,9,9,0,353783484,0,0.333333333,3,19/11/23
German,2,2,0,353783484,0,1,2,19/11/23
Japanese,1,1,0,353783484,0,0,0,19/11/23
Korean,1,1,0,353783484,0,1,1,19/11/23
Norwegian Bokmål,1,1,0,353783484,0,1,1,19/11/23
Persian,1,1,0,353783484,0,0,0,19/11/23
Portuguese,1,1,0,353783484,0,0,0,19/11/23
Romanian,1,1,0,353783484,0,1,1,19/11/23
Russian,1,1,0,353783484,0,0,0,19/11/23
Spanish,3,3,0,353783484,0,0,0,19/11/23
Swedish,1,1,0,353783484,0,1,1,19/11/23
Chinese,4,4,0,353783484,0,0.4,2,20/11/23
Dutch,1,1,0,353783484,0,1,1,20/11/23
English,695,782,0,353783484,0,0.630609896,548,20/11/23
French,10,11,0,353783484,0,0.583333333,7,20/11/23
German,2,2,0,353783484,0,0.5,1,20/11/23
Greek,1,1,0,353783484,0,1,1,20/11/23
Italian,1,1,0,353783484,0,0,0,20/11/23
Lithuanian,1,1,0,353783484,0,1,1,20/11/23
Norwegian Bokmål,1,1,0,353783484,0,0,0,20/11/23
Polish,0,1,0,353783484,0,0,0,20/11/23
Portuguese,1,1,0,353783484,0,0,0,20/11/23
Russian,0,1,0,353783484,0,0,0,20/11/23
Spanish,6,6,0,353783484,0,0.666666667,4,20/11/23
Turkish,1,1,0,353783484,0,0,0,20/11/23
Vietnamese,2,2,0,353783484,0,0,0,20/11/23
Arabic,1,1,0,353783484,0,0,0,21/11/23
Chinese,5,5,0,353783484,0,1,5,21/11/23
Dutch,1,1,0,353783484,0,1,1,21/11/23
English,660,748,0,353783484,0,0.615017878,516,21/11/23
French,9,9,0,353783484,0,0.444444444,4,21/11/23
Italian,2,2,0,353783484,0,0.5,1,21/11/23
Kannada,1,1,0,353783484,0,1,1,21/11/23
Korean,2,2,0,353783484,0,0,0,21/11/23
Polish,2,2,0,353783484,0,0.5,1,21/11/23
Spanish,1,1,0,353783484,0,1,1,21/11/23
Swedish,1,1,0,353783484,0,1,1,21/11/23
Arabic,1,1,0,353783484,0,0,0,22/11/23
Bulgarian,1,1,0,353783484,0,1,1,22/11/23
Chinese,7,8,0,353783484,0,0.666666667,6,22/11/23
Croatian,2,2,0,353783484,0,0.5,1,22/11/23
English,630,714,0,353783484,0,0.630208333,484,22/11/23
French,5,6,0,353783484,0,0.666666667,4,22/11/23
Italian,1,1,0,353783484,0,1,1,22/11/23
Korean,1,1,0,353783484,0,1,1,22/11/23
Russian,1,1,0,353783484,0,0,0,22/11/23
Spanish,1,1,0,353783484,0,0,0,22/11/23
Turkish,1,1,0,353783484,0,1,1,22/11/23
Vietnamese,1,1,0,353783484,0,1,1,22/11/23
Chinese,2,4,0,353783484,0,0.6,3,23/11/23
Czech,1,1,0,353783484,0,1,1,23/11/23
Danish,1,1,0,353783484,0,1,1,23/11/23
English,537,599,0,353783484,0,0.634525661,408,23/11/23
French,6,7,0,353783484,0,0.714285714,5,23/11/23
Hebrew,1,1,0,353783484,0,1,1,23/11/23
Korean,2,2,0,353783484,0,0.5,1,23/11/23
Lithuanian,1,1,0,353783484,0,1,1,23/11/23
Portuguese,1,1,0,353783484,0,1,1,23/11/23
Russian,1,1,0,353783484,0,1,1,23/11/23
Serbian,1,1,0,353783484,0,1,1,23/11/23
Spanish,2,2,0,353783484,0,0,0,23/11/23
Ukrainian,0,1,0,353783484,0,0.5,1,23/11/23
Arabic,1,1,0,353783484,0,1,1,24/11/23
Bulgarian,1,1,0,353783484,0,1,1,24/11/23
Chinese,4,4,0,353783484,0,0.5,2,24/11/23
English,528,598,0,353783484,0,0.692307692,450,24/11/23
Finnish,1,1,0,353783484,0,1,1,24/11/23
French,10,12,0,353783484,0,0.428571429,6,24/11/23
German,2,2,0,353783484,0,0.5,1,24/11/23
Greek,1,1,0,353783484,0,1,1,24/11/23
Korean,1,1,0,353783484,0,1,1,24/11/23
Polish,1,1,0,353783484,0,1,1,24/11/23
Portuguese,4,4,0,353783484,0,0.75,3,24/11/23
Romanian,1,1,0,353783484,0,1,1,24/11/23
Serbian,1,1,0,353783484,0,1,1,24/11/23
Spanish,4,4,0,353783484,0,0.75,3,24/11/23
Ukrainian,1,1,0,353783484,0,0,0,24/11/23
Vietnamese,2,3,0,353783484,0,0.333333333,1,24/11/23
Arabic,1,1,0,353783484,0,0,0,25/11/23
Chinese,2,2,0,353783484,0,0.666666667,2,25/11/23
Croatian,2,2,0,353783484,0,0,0,25/11/23
Dutch,1,1,0,353783484,0,1,1,25/11/23
English,532,630,0,353783484,0,0.641099855,443,25/11/23
Estonian,1,1,0,353783484,0,1,1,25/11/23
French,10,10,0,353783484,0,0.6,6,25/11/23
German,2,2,0,353783484,0,0.5,1,25/11/23
Hungarian,1,1,0,353783484,0,1,1,25/11/23
Persian,1,1,0,353783484,0,0,0,25/11/23
Polish,1,1,0,353783484,0,0,0,25/11/23
Portuguese,1,1,0,353783484,0,0,0,25/11/23
Russian,1,1,0,353783484,0,1,1,25/11/23
Spanish,6,6,0,353783484,0,0.571428571,4,25/11/23
Swedish,1,1,0,353783484,0,0,0,25/11/23
Turkish,1,1,0,353783484,0,1,1,25/11/23
Arabic,2,2,0,353783484,0,0.5,1,26/11/23
English,546,591,0,353783484,0,0.625786164,398,26/11/23
Finnish,1,1,0,353783484,0,1,1,26/11/23
French,9,9,0,353783484,0,0.222222222,2,26/11/23
Italian,1,1,0,353783484,0,0,0,26/11/23
Japanese,1,1,0,353783484,0,0,0,26/11/23
Persian,2,2,0,353783484,0,0.5,1,26/11/23
Portuguese,2,2,0,353783484,0,0,0,26/11/23
Russian,3,3,0,353783484,0,1,3,26/11/23
Serbian,1,2,0,353783484,0,0.666666667,2,26/11/23
Spanish,2,2,0,353783484,0,0.333333333,1,26/11/23
Ukrainian,1,1,0,353783484,0,1,1,26/11/23
Chinese,5,5,0,353783484,0,0.4,2,27/11/23
Dutch,1,1,0,353783484,0,1,1,27/11/23
English,565,638,0,353783484,0,0.64756447,452,27/11/23
French,6,6,0,353783484,0,0.428571429,3,27/11/23
German,1,1,0,353783484,0,1,1,27/11/23
Japanese,1,1,0,353783484,0,0,0,27/11/23
Latvian,1,1,0,353783484,0,0,0,27/11/23
Norwegian Bokmål,1,1,0,353783484,0,0,0,27/11/23
Polish,0,1,0,353783484,0,1,1,27/11/23
Russian,0,2,0,353783484,0,1,2,27/11/23
Spanish,4,4,0,353783484,0,0.5,2,27/11/23
Ukrainian,1,1,0,353783484,0,1,1,27/11/23
Arabic,1,1,0,353783484,0,1,1,28/11/23
Chinese,4,6,0,353783484,0,0.857142857,6,28/11/23
Dutch,3,3,0,353783484,0,1,3,28/11/23
English,616,679,0,353783484,0,0.660427807,494,28/11/23
French,3,3,0,353783484,0,0.666666667,2,28/11/23
Hebrew,1,1,0,353783484,0,1,1,28/11/23
Persian,1,1,0,353783484,0,0,0,28/11/23
Polish,1,1,0,353783484,0,0,0,28/11/23
Portuguese,2,2,0,353783484,0,1,2,28/11/23
Romanian,1,1,0,353783484,0,0,0,28/11/23
Russian,3,3,0,353783484,0,0.25,1,28/11/23
Spanish,2,2,0,353783484,0,0.333333333,1,28/11/23
Turkish,1,1,0,353783484,0,0,0,28/11/23
Arabic,1,1,0,353783484,0,0,0,29/11/23
Chinese,3,3,0,353783484,0,0.8,4,29/11/23
Croatian,1,1,0,353783484,0,1,1,29/11/23
Dutch,1,1,0,353783484,0,1,1,29/11/23
English,510,583,0,353783484,0,0.679810726,431,29/11/23
French,8,8,0,353783484,0,0.75,6,29/11/23
German,1,1,0,353783484,0,1,1,29/11/23
Italian,0,1,0,353783484,0,1,1,29/11/23
Korean,1,1,0,353783484,0,1,1,29/11/23
Polish,1,1,0,353783484,0,0,0,29/11/23
Portuguese,1,2,0,353783484,0,0.666666667,2,29/11/23
Romanian,1,1,0,353783484,0,1,1,29/11/23
Russian,1,1,0,353783484,0,0,0,29/11/23
Spanish,3,4,0,353783484,0,0.4,2,29/11/23
Swedish,1,1,0,353783484,0,0,0,29/11/23
Ukrainian,1,1,0,353783484,0,1,1,29/11/23
Vietnamese,1,1,0,353783484,0,0,0,29/11/23
Arabic,2,2,0,353783484,0,1,2,30/11/23
Chinese,0,2,0,353783484,0,1,2,30/11/23
Czech,1,1,0,353783484,0,1,1,30/11/23
English,468,531,0,353783484,0,0.656946827,383,30/11/23
French,7,7,0,353783484,0,0.714285714,5,30/11/23
Italian,1,1,0,353783484,0,0,0,30/11/23
Korean,1,1,0,353783484,0,1,1,30/11/23
Polish,0,1,0,353783484,0,0,0,30/11/23
Russian,1,1,0,353783484,0,1,1,30/11/23
Spanish,6,6,0,353783484,0,0.571428571,4,30/11/23
Ukrainian,1,1,0,353783484,0,0,0,30/11/23
