browser,newusers,eventcount,totalusers,conversions,totalrevenue,engagementrate,engagedsessions,date
Safari (in-app),5,18,5,0,0,0.4,2,29/08/23
Samsung Internet,9,56,10,0,0,0.75,9,29/08/23
Android Webview,9,41,12,0,0,0.166666667,2,30/08/23
Chrome,204,1854,244,0,0,0.654275093,176,30/08/23
Edge,24,202,29,0,0,0.735294118,25,30/08/23
Firefox,18,162,19,0,0,0.619047619,13,30/08/23
Mozilla Compatible Agent,1,4,1,0,0,1,1,30/08/23
Opera,1,4,1,0,0,1,1,30/08/23
Safari,190,1099,202,0,0,0.618604651,133,30/08/23
Samsung Internet,7,31,7,0,0,0.714285714,5,30/08/23
Android Webview,6,33,8,0,0,0.111111111,1,31/08/23
Chrome,206,1480,238,0,0,0.703846154,183,31/08/23
Edge,18,125,22,0,0,0.56,14,31/08/23
Firefox,6,65,7,0,0,0.555555556,5,31/08/23
Opera,2,9,2,0,0,1,2,31/08/23
Safari,189,1069,210,0,0,0.547511312,121,31/08/23
Safari (in-app),6,22,7,0,0,0.285714286,2,31/08/23
Samsung Internet,15,91,15,0,0,0.6875,11,31/08/23
Android Webview,8,25,8,0,0,0,0,01/09/23
Chrome,183,1462,216,0,0,0.67219917,162,01/09/23
Edge,18,261,21,0,0,0.739130435,17,01/09/23
Firefox,15,105,19,0,0,0.8,16,01/09/23
Opera,3,25,3,0,0,0.333333333,1,01/09/23
Safari,180,1237,190,0,0,0.661764706,135,01/09/23
Safari (in-app),3,15,4,0,0,0.5,2,01/09/23
Samsung Internet,13,54,13,0,0,0.714285714,10,01/09/23
Android Webview,13,55,15,0,0,0.1875,3,02/09/23
Chrome,185,1435,209,0,0,0.721973094,161,02/09/23
Edge,9,96,12,0,0,0.642857143,9,02/09/23
Firefox,11,43,12,0,0,0.5,6,02/09/23
Opera,1,4,1,0,0,1,1,02/09/23
Safari,176,1270,189,0,0,0.615763547,125,02/09/23
Safari (in-app),3,37,4,0,0,0.5,2,02/09/23
Samsung Internet,10,37,10,0,0,0.7,7,02/09/23
Android Webview,9,48,10,0,0,0.1,1,03/09/23
Chrome,158,1070,168,0,0,0.728813559,129,03/09/23
Edge,10,143,11,0,0,0.846153846,11,03/09/23
Firefox,4,38,5,0,0,0.8,4,03/09/23
Mozilla Compatible Agent,2,8,2,0,0,1,2,03/09/23
Opera,0,2,1,0,0,0,0,03/09/23
Safari,182,1048,191,0,0,0.606965174,122,03/09/23
Safari (in-app),3,13,4,0,0,0.5,2,03/09/23
Samsung Internet,9,34,9,0,0,0.555555556,5,03/09/23
Android Webview,8,28,9,0,0,0.111111111,1,04/09/23
Chrome,233,1656,257,0,0,0.673913043,186,04/09/23
Edge,14,129,16,0,0,0.875,14,04/09/23
Firefox,15,124,15,0,0,0.666666667,10,04/09/23
Mozilla Compatible Agent,1,3,1,0,0,0,0,04/09/23
Opera,2,9,2,0,0,0.333333333,1,04/09/23
Safari,213,1886,229,0,0,0.632,158,04/09/23
Safari (in-app),5,19,5,0,0,0.2,1,04/09/23
Samsung Internet,12,175,12,0,0,0.846153846,11,04/09/23
Android Webview,11,40,13,0,0,0.153846154,2,05/09/23
Chrome,266,2272,306,0,0,0.703812317,240,05/09/23
Edge,19,276,25,0,0,0.75862069,22,05/09/23
Firefox,12,87,12,0,0,0.714285714,10,05/09/23
Opera,1,5,1,0,0,1,1,05/09/23
Safari,213,1803,233,0,0,0.654545455,180,05/09/23
Safari (in-app),2,46,2,0,0,0.5,1,05/09/23
Samsung Internet,12,80,14,0,0,0.642857143,9,05/09/23
UC Browser,1,4,1,0,0,1,1,05/09/23
Android Webview,7,24,7,0,0,0.142857143,1,06/09/23
Chrome,230,1897,271,0,0,0.695652174,208,06/09/23
Edge,22,217,28,0,0,0.666666667,22,06/09/23
Firefox,12,109,15,0,0,0.625,10,06/09/23
Opera,1,3,1,0,0,0,0,06/09/23
Safari,213,1508,232,0,0,0.584980237,148,06/09/23
Safari (in-app),3,9,3,0,0,0,0,06/09/23
Samsung Internet,15,96,15,0,0,0.6,9,06/09/23
Android Webview,9,29,10,0,0,0,0,07/09/23
Chrome,261,2387,312,0,0,0.693877551,238,07/09/23
Edge,19,160,23,0,0,0.826086957,19,07/09/23
Firefox,9,165,11,0,0,0.846153846,11,07/09/23
Mozilla Compatible Agent,1,4,1,0,0,0,0,07/09/23
Safari,189,1312,205,0,0,0.579399142,135,07/09/23
Safari (in-app),4,18,4,0,0,0.75,3,07/09/23
Samsung Internet,13,65,13,0,0,0.714285714,10,07/09/23
Android Webview,6,24,9,0,0,0,0,08/09/23
Chrome,193,1808,232,0,0,0.669172932,178,08/09/23
Edge,18,174,22,0,0,0.608695652,14,08/09/23
Firefox,9,79,13,0,0,0.733333333,11,08/09/23
Opera,2,9,2,0,0,1,2,08/09/23
Safari,186,1184,200,0,0,0.592592593,128,08/09/23
Safari (in-app),1,4,1,0,0,0,0,08/09/23
Samsung Internet,9,92,10,0,0,0.9,9,08/09/23
Android Webview,9,41,11,0,0,0.181818182,2,09/09/23
Chrome,213,1794,236,0,0,0.714285714,185,09/09/23
Edge,6,46,8,0,0,0.7,7,09/09/23
Firefox,17,147,18,0,0,0.833333333,15,09/09/23
Opera,1,4,1,0,0,0,0,09/09/23
Safari,236,1526,255,0,0,0.633093525,176,09/09/23
Safari (in-app),4,14,4,0,0,0.25,1,09/09/23
Samsung Internet,11,46,12,0,0,0.5,6,09/09/23
Android Webview,7,23,8,0,0,0,0,10/09/23
Chrome,209,1687,230,0,0,0.661157025,160,10/09/23
Edge,12,121,14,0,0,0.666666667,10,10/09/23
Firefox,15,211,17,0,0,0.777777778,14,10/09/23
Opera,1,16,1,0,0,1,1,10/09/23
Safari,181,1097,197,0,0,0.641148325,134,10/09/23
Safari (in-app),5,15,5,0,0,0,0,10/09/23
Samsung Internet,14,84,16,0,0,0.411764706,7,10/09/23
Android Webview,8,32,10,0,0,0.2,2,11/09/23
Chrome,275,2654,310,0,0,0.65915493,234,11/09/23
Edge,15,226,20,0,0,0.76,19,11/09/23
Firefox,16,194,20,0,0,0.76,19,11/09/23
Opera,4,16,4,0,0,0.5,2,11/09/23
Safari,215,1855,238,0,0,0.649446494,176,11/09/23
Safari (in-app),1,3,1,0,0,0,0,11/09/23
Samsung Internet,10,36,10,0,0,0.6,6,11/09/23
Android Webview,8,27,9,0,0,0.111111111,1,12/09/23
Chrome,238,1986,276,0,0,0.690322581,214,12/09/23
Edge,26,188,27,0,0,0.793103448,23,12/09/23
Firefox,16,160,19,0,0,0.666666667,16,12/09/23
Opera,1,4,1,0,0,1,1,12/09/23
Safari,208,1407,230,0,0,0.623481781,154,12/09/23
Safari (in-app),2,6,2,0,0,0,0,12/09/23
Samsung Internet,10,73,10,0,0,1,10,12/09/23
Android Webview,11,40,13,0,0,0.071428571,1,13/09/23
Chrome,245,2279,287,0,0,0.683890578,225,13/09/23
Edge,20,268,26,0,0,0.5625,18,13/09/23
Firefox,8,113,9,0,0,0.75,9,13/09/23
Mozilla Compatible Agent,1,4,1,0,0,1,1,13/09/23
Opera,3,14,3,0,0,0.666666667,2,13/09/23
Safari,193,1417,202,0,0,0.652777778,141,13/09/23
Safari (in-app),2,8,2,0,0,0.5,1,13/09/23
Samsung Internet,13,75,14,0,0,0.666666667,10,13/09/23
Android Webview,8,26,9,0,0,0,0,14/09/23
Chrome,252,2019,285,0,0,0.668769716,212,14/09/23
Edge,7,70,10,0,0,0.909090909,10,14/09/23
Firefox,13,138,14,0,0,0.8125,13,14/09/23
Opera,1,9,1,0,0,0.5,1,14/09/23
Safari,178,1268,193,0,0,0.581730769,121,14/09/23
Safari (in-app),3,15,3,0,0,0.333333333,1,14/09/23
Samsung Internet,15,88,15,0,0,0.666666667,10,14/09/23
Android Webview,10,34,11,0,0,0.090909091,1,15/09/23
Chrome,192,1594,232,0,0,0.675572519,177,15/09/23
Edge,15,134,16,0,0,0.666666667,12,15/09/23
Firefox,12,60,14,0,0,0.428571429,6,15/09/23
Opera,0,2,1,0,0,0,0,15/09/23
Safari,180,1021,196,0,0,0.629268293,129,15/09/23
Safari (in-app),2,7,2,0,0,0.5,1,15/09/23
Samsung Internet,24,171,26,0,0,0.714285714,20,15/09/23
Android Webview,7,28,7,0,0,0.375,3,16/09/23
Chrome,180,1677,207,0,0,0.719298246,164,16/09/23
Edge,2,26,3,0,0,1,3,16/09/23
Firefox,5,27,6,0,0,0.333333333,2,16/09/23
Safari,203,1302,218,0,0,0.631578947,144,16/09/23
Safari (in-app),5,17,5,0,0,0.2,1,16/09/23
Samsung Internet,9,117,12,0,0,0.666666667,10,16/09/23
Android Webview,7,25,8,0,0,0.25,2,17/09/23
Chrome,185,1615,211,0,0,0.674008811,153,17/09/23
Edge,7,127,7,0,0,0.7,7,17/09/23
Firefox,10,98,10,0,0,0.909090909,10,17/09/23
Mozilla Compatible Agent,1,8,1,0,0,1,1,17/09/23
Opera,3,13,3,0,0,0.333333333,1,17/09/23
Safari,197,1114,211,0,0,0.620535714,139,17/09/23
Safari (in-app),2,15,2,0,0,1,2,17/09/23
Samsung Internet,20,81,21,0,0,0.52173913,12,17/09/23
Android Webview,13,44,14,0,0,0.142857143,2,18/09/23
Chrome,271,2564,320,0,0,0.700549451,255,18/09/23
Edge,27,225,31,0,0,0.676470588,23,18/09/23
Firefox,17,119,18,0,0,0.565217391,13,18/09/23
Safari,196,1561,213,0,0,0.668085106,157,18/09/23
Safari (in-app),1,6,2,0,0,0.5,1,18/09/23
Samsung Internet,15,125,17,0,0,0.789473684,15,18/09/23
Android Webview,13,49,13,0,0,0.071428571,1,19/09/23
Chrome,264,2434,305,0,0,0.674351585,234,19/09/23
Edge,24,280,29,0,0,0.705882353,24,19/09/23
Firefox,7,128,10,0,0,0.846153846,11,19/09/23
Mozilla Compatible Agent,0,3,1,0,0,1,1,19/09/23
Opera,1,7,1,0,0,1,1,19/09/23
Safari,203,1470,218,0,0,0.691304348,159,19/09/23
Safari (in-app),1,3,1,0,0,0,0,19/09/23
Samsung Internet,13,87,13,0,0,0.733333333,11,19/09/23
Android Webview,12,42,14,0,0,0.071428571,1,20/09/23
Chrome,226,2415,271,0,0,0.680645161,211,20/09/23
Edge,20,236,24,0,0,0.821428571,23,20/09/23
Firefox,12,204,14,0,0,0.894736842,17,20/09/23
Opera,1,4,1,0,0,0,0,20/09/23
Safari,191,1342,205,0,0,0.597345133,135,20/09/23
Safari (in-app),0,2,1,0,0,0,0,20/09/23
Samsung Internet,17,105,20,0,0,0.636363636,14,20/09/23
Android Webview,5,23,7,0,0,0.285714286,2,21/09/23
Chrome,243,2282,273,0,0,0.693602694,206,21/09/23
Edge,21,343,28,0,0,0.628571429,22,21/09/23
Firefox,11,115,11,0,0,0.692307692,9,21/09/23
Opera,1,5,1,0,0,1,1,21/09/23
Safari,180,1471,207,0,0,0.589211618,142,21/09/23
Safari (in-app),1,3,1,0,0,0,0,21/09/23
Samsung Internet,10,78,11,0,0,0.666666667,8,21/09/23
Android Webview,11,41,12,0,0,0,0,22/09/23
Chrome,227,1931,259,0,0,0.629251701,185,22/09/23
Edge,23,190,25,0,0,0.827586207,24,22/09/23
Firefox,15,217,17,0,0,0.56,14,22/09/23
Safari,176,1204,204,0,0,0.562211982,122,22/09/23
Safari (in-app),2,8,2,0,0,0.5,1,22/09/23
Samsung Internet,11,50,11,0,0,0.636363636,7,22/09/23
Android Webview,6,22,7,0,0,0.142857143,1,23/09/23
Chrome,205,1579,225,0,0,0.714285714,175,23/09/23
Edge,7,68,9,0,0,0.888888889,8,23/09/23
Firefox,9,80,11,0,0,0.818181818,9,23/09/23
Opera,2,7,2,0,0,0.5,1,23/09/23
Safari,225,1775,244,0,0,0.568265683,154,23/09/23
Safari (in-app),3,10,3,0,0,0.333333333,1,23/09/23
Samsung Internet,15,93,15,0,0,0.875,14,23/09/23
Android Webview,9,32,10,0,0,0.2,2,24/09/23
Chrome,202,1610,224,0,0,0.696356275,172,24/09/23
Edge,11,185,16,0,0,0.6,12,24/09/23
Firefox,16,215,18,0,0,0.9,18,24/09/23
Opera,1,6,2,0,0,0.5,1,24/09/23
Safari,222,1637,235,0,0,0.650980392,166,24/09/23
Safari (in-app),9,34,9,0,0,0.333333333,3,24/09/23
Samsung Internet,11,74,12,0,0,0.692307692,9,24/09/23
Android Webview,12,60,14,0,0,0.1875,3,25/09/23
Chrome,298,2717,345,0,0,0.698412698,264,25/09/23
Edge,31,429,37,0,0,0.815789474,31,25/09/23
Firefox,9,91,11,0,0,0.333333333,5,25/09/23
Safari,247,1697,269,0,0,0.630136986,184,25/09/23
Safari (in-app),5,30,5,0,0,0.5,3,25/09/23
Samsung Internet,11,57,12,0,0,0.75,9,25/09/23
Android Webview,14,83,19,0,0,0.210526316,4,26/09/23
Chrome,283,2271,323,0,0,0.69637883,250,26/09/23
Edge,12,196,19,0,0,0.695652174,16,26/09/23
Firefox,3,47,7,0,0,0.857142857,6,26/09/23
Opera,0,9,1,0,0,1,1,26/09/23
Safari,202,1277,227,0,0,0.593625498,149,26/09/23
Safari (in-app),5,24,5,0,0,0.4,2,26/09/23
Samsung Internet,11,51,12,0,0,0.461538462,6,26/09/23
Android Webview,6,37,11,0,0,0.25,3,27/09/23
Chrome,235,2232,275,0,0,0.65483871,203,27/09/23
Edge,18,176,19,0,0,0.727272727,16,27/09/23
Firefox,9,68,10,0,0,0.615384615,8,27/09/23
Mozilla Compatible Agent,1,3,1,0,0,0,0,27/09/23
Opera,1,9,1,0,0,1,2,27/09/23
Safari,198,1250,209,0,0,0.591743119,129,27/09/23
Safari (in-app),5,17,5,0,0,0.2,1,27/09/23
Samsung Internet,11,42,11,0,0,0.272727273,3,27/09/23
Amazon Silk,2,7,2,0,0,0.5,1,28/09/23
Android Webview,13,74,14,0,0,0.214285714,3,28/09/23
Chrome,222,2049,258,0,0,0.694915254,205,28/09/23
Edge,17,138,18,0,0,0.681818182,15,28/09/23
Firefox,9,168,10,0,0,1,11,28/09/23
Mozilla Compatible Agent,2,7,2,0,0,0.5,1,28/09/23
Safari,194,1262,210,0,0,0.575221239,130,28/09/23
Safari (in-app),3,9,3,0,0,0,0,28/09/23
Samsung Internet,20,123,20,0,0,0.52173913,12,28/09/23
Android Webview,10,37,12,0,0,0.083333333,1,29/09/23
Chrome,218,1815,251,0,0,0.654929577,186,29/09/23
Edge,19,170,24,0,0,0.777777778,21,29/09/23
Firefox,15,232,16,0,0,0.736842105,14,29/09/23
Opera,3,16,3,0,0,0.666666667,2,29/09/23
Safari,198,1575,213,0,0,0.633187773,145,29/09/23
Safari (in-app),5,24,5,0,0,0.666666667,4,29/09/23
Samsung Internet,12,57,13,0,0,0.692307692,9,29/09/23
Android Webview,8,25,8,0,0,0.125,1,30/09/23
Chrome,213,1647,238,0,0,0.697674419,180,30/09/23
Edge,11,149,17,0,0,0.842105263,16,30/09/23
Firefox,13,98,15,0,0,0.529411765,9,30/09/23
Safari,207,1525,226,0,0,0.612648221,155,30/09/23
Safari (in-app),6,32,6,0,0,0.333333333,2,30/09/23
Samsung Internet,9,63,10,0,0,0.7,7,30/09/23
Android Webview,11,50,13,0,0,0.142857143,2,01/10/23
Chrome,202,1475,235,0,0,0.677165354,172,01/10/23
Edge,6,75,7,0,0,1,7,01/10/23
Firefox,6,52,7,0,0,0.857142857,6,01/10/23
Safari,200,1402,214,0,0,0.614718615,142,01/10/23
Safari (in-app),10,62,11,0,0,0.454545455,5,01/10/23
Samsung Internet,13,98,15,0,0,0.705882353,12,01/10/23
Android Webview,15,56,15,0,0,0.117647059,2,02/10/23
Chrome,292,2331,337,0,0,0.666666667,246,02/10/23
Edge,32,266,37,0,0,0.7,28,02/10/23
Firefox,4,44,6,0,0,0.714285714,5,02/10/23
Safari,235,1532,251,0,0,0.58974359,161,02/10/23
Safari (in-app),8,52,10,0,0,0.6,6,02/10/23
Samsung Internet,22,124,24,0,0,0.5,14,02/10/23
YaBrowser,1,4,1,0,0,1,1,02/10/23
Android Webview,8,55,10,0,0,0.3,3,03/10/23
Chrome,258,2416,311,0,0,0.726744186,250,03/10/23
Edge,24,176,28,0,0,0.65625,21,03/10/23
Firefox,9,52,10,0,0,0.636363636,7,03/10/23
Safari,194,1326,205,0,0,0.622727273,137,03/10/23
Safari (in-app),7,35,7,0,0,0.571428571,4,03/10/23
Samsung Internet,10,54,10,0,0,0.6,6,03/10/23
YaBrowser,1,4,1,0,0,1,1,03/10/23
Android Webview,13,49,15,0,0,0.266666667,4,04/10/23
Chrome,243,1876,287,0,0,0.692063492,218,04/10/23
Edge,15,119,19,0,0,0.583333333,14,04/10/23
Firefox,9,130,12,0,0,0.642857143,9,04/10/23
Opera,2,16,2,0,0,0.75,3,04/10/23
Safari,192,1265,215,0,0,0.627615063,150,04/10/23
Safari (in-app),2,9,3,0,0,0,0,04/10/23
Samsung Internet,16,135,16,0,0,0.823529412,14,04/10/23
YaBrowser,1,4,1,0,0,1,1,04/10/23
Amazon Silk,0,3,1,0,0,0,0,05/10/23
Android Webview,9,28,9,0,0,0,0,05/10/23
Chrome,237,2349,269,0,0,0.69579288,215,05/10/23
Edge,22,294,29,0,0,0.6875,22,05/10/23
Firefox,13,174,16,0,0,0.777777778,14,05/10/23
Opera,4,20,4,0,0,0.5,3,05/10/23
Safari,191,1320,205,0,0,0.605381166,135,05/10/23
Safari (in-app),2,9,2,0,0,0.5,1,05/10/23
Samsung Internet,14,98,18,0,0,0.55,11,05/10/23
Android Webview,9,34,10,0,0,0.1,1,06/10/23
Chrome,244,1974,288,0,0,0.669871795,209,06/10/23
Edge,11,92,12,0,0,0.615384615,8,06/10/23
Firefox,11,88,15,0,0,0.647058824,11,06/10/23
Opera,2,41,3,0,0,0.75,3,06/10/23
Safari,187,1247,200,0,0,0.643192488,137,06/10/23
Safari (in-app),4,13,4,0,0,0,0,06/10/23
Samsung Internet,12,107,14,0,0,0.625,10,06/10/23
Android Webview,9,29,9,0,0,0.111111111,1,07/10/23
Chrome,217,1340,242,0,0,0.674509804,172,07/10/23
Edge,15,174,16,0,0,0.888888889,16,07/10/23
Firefox,11,116,13,0,0,0.615384615,8,07/10/23
Opera,1,4,1,0,0,1,1,07/10/23
Safari,220,1205,230,0,0,0.606425703,151,07/10/23
Safari (in-app),3,33,3,0,0,1,3,07/10/23
Samsung Internet,16,70,17,0,0,0.666666667,12,07/10/23
Android Webview,10,39,11,0,0,0.090909091,1,08/10/23
Chrome,223,1327,243,0,0,0.685483871,170,08/10/23
Edge,11,52,12,0,0,0.692307692,9,08/10/23
Firefox,12,86,13,0,0,0.866666667,13,08/10/23
Mozilla Compatible Agent,1,3,1,0,0,0,0,08/10/23
Opera,2,9,2,0,0,1,2,08/10/23
Safari,225,1353,233,0,0,0.613821138,151,08/10/23
Safari (in-app),2,6,2,0,0,0,0,08/10/23
Samsung Internet,11,57,11,0,0,0.461538462,6,08/10/23
YaBrowser,1,4,1,0,0,1,1,08/10/23
Android Webview,12,44,12,0,0,0.076923077,1,09/10/23
Chrome,291,2019,319,0,0,0.669565217,231,09/10/23
Edge,11,117,11,0,0,0.909090909,10,09/10/23
Firefox,12,159,14,0,0,0.714285714,10,09/10/23
Safari,244,1633,251,0,0,0.623574144,164,09/10/23
Safari (in-app),4,12,4,0,0,0,0,09/10/23
Samsung Internet,9,50,11,0,0,0.727272727,8,09/10/23
YaBrowser,1,4,1,0,0,1,1,09/10/23
Android Webview,13,66,14,0,0,0.214285714,3,10/10/23
Chrome,288,2329,334,0,0,0.665809769,259,10/10/23
Edge,21,179,24,0,0,0.653846154,17,10/10/23
Firefox,9,90,12,0,0,0.833333333,10,10/10/23
Opera,2,13,2,0,0,1,2,10/10/23
Safari,240,1454,264,0,0,0.575971731,163,10/10/23
Safari (in-app),6,28,6,0,0,0.666666667,4,10/10/23
Samsung Internet,23,97,24,0,0,0.5,13,10/10/23
YaBrowser,1,4,1,0,0,1,1,10/10/23
Android Webview,11,36,12,0,0,0.083333333,1,11/10/23
Chrome,301,2438,351,0,0,0.651282051,254,11/10/23
Edge,24,244,28,0,0,0.633333333,19,11/10/23
Firefox,12,87,14,0,0,0.8,12,11/10/23
Mozilla Compatible Agent,1,3,1,0,0,0,0,11/10/23
Opera,3,21,3,0,0,1,3,11/10/23
Safari,252,1492,272,0,0,0.653061224,192,11/10/23
Safari (in-app),5,17,5,0,0,0.4,2,11/10/23
Samsung Internet,17,73,17,0,0,0.473684211,9,11/10/23
Android Webview,14,50,15,0,0,0.25,4,12/10/23
Chrome,290,2143,329,0,0,0.645604396,235,12/10/23
Edge,20,148,24,0,0,0.607142857,17,12/10/23
Firefox,11,205,14,0,0,0.875,14,12/10/23
Opera,1,7,1,0,0,1,1,12/10/23
Safari,203,1167,215,0,0,0.594017094,139,12/10/23
Safari (in-app),2,7,2,0,0,0.5,1,12/10/23
Samsung Internet,19,91,20,0,0,0.695652174,16,12/10/23
Android Webview,7,24,7,0,0,0.142857143,1,13/10/23
Chrome,260,1884,289,0,0,0.680379747,215,13/10/23
Edge,24,245,24,0,0,0.705882353,24,13/10/23
Firefox,13,84,14,0,0,0.785714286,11,13/10/23
Safari,237,1424,256,0,0,0.638686131,175,13/10/23
Safari (in-app),3,12,3,0,0,0.333333333,1,13/10/23
Samsung Internet,24,92,24,0,0,0.5,12,13/10/23
Android Webview,9,28,9,0,0,0.111111111,1,14/10/23
Chrome,224,1668,250,0,0,0.671586716,182,14/10/23
Edge,6,96,8,0,0,1,8,14/10/23
Firefox,8,64,8,0,0,0.75,6,14/10/23
Opera,1,4,1,0,0,1,1,14/10/23
Safari,310,1736,331,0,0,0.568245125,204,14/10/23
Safari (in-app),2,7,2,0,0,0.5,1,14/10/23
Samsung Internet,15,69,16,0,0,0.352941176,6,14/10/23
Whale Browser,1,9,1,0,0,1,1,14/10/23
Android Webview,11,41,12,0,0,0.166666667,2,15/10/23
Chrome,247,1960,278,0,0,0.724489796,213,15/10/23
DuckDuckGo Browser,1,6,1,0,0,0.5,1,15/10/23
Edge,13,142,15,0,0,0.9375,15,15/10/23
Firefox,13,147,14,0,0,1,14,15/10/23
Mozilla Compatible Agent,1,4,1,0,0,1,1,15/10/23
Opera,3,19,3,0,0,1,3,15/10/23
Safari,243,1558,255,0,0,0.620071685,173,15/10/23
Safari (in-app),3,9,3,0,0,0,0,15/10/23
Samsung Internet,15,86,15,0,0,0.411764706,7,15/10/23
Android Webview,12,46,13,0,0,0.133333333,2,16/10/23
Chrome,333,3063,379,0,0,0.651551313,273,16/10/23
Edge,22,199,26,0,0,0.757575758,25,16/10/23
Firefox,15,110,17,0,0,0.777777778,14,16/10/23
Opera,3,14,3,0,0,0.5,2,16/10/23
Safari,263,1903,292,0,0,0.66875,214,16/10/23
Safari (in-app),4,23,4,0,0,0.4,2,16/10/23
Samsung Internet,13,63,14,0,0,0.857142857,12,16/10/23
YaBrowser,1,7,1,0,0,1,1,16/10/23
Android Webview,3,28,5,0,0,0.333333333,2,17/10/23
Chrome,303,2521,357,0,0,0.68622449,269,17/10/23
Edge,28,214,32,0,0,0.513513514,19,17/10/23
Firefox,12,97,14,0,0,0.833333333,15,17/10/23
Opera,1,7,1,0,0,1,1,17/10/23
Safari,235,1466,255,0,0,0.616487455,172,17/10/23
Safari (in-app),8,40,8,0,0,0.5,4,17/10/23
Samsung Internet,17,91,18,0,0,0.631578947,12,17/10/23
Android Webview,5,30,5,0,0,0.8,4,18/10/23
Chrome,286,2127,337,0,0,0.605898123,226,18/10/23
Edge,22,364,25,0,0,0.833333333,25,18/10/23
Firefox,19,193,21,0,0,0.782608696,18,18/10/23
Mozilla Compatible Agent,1,3,1,0,0,0,0,18/10/23
Opera,3,24,3,0,0,1,3,18/10/23
Safari,238,1535,253,0,0,0.607407407,164,18/10/23
Safari (in-app),0,2,1,0,0,0,0,18/10/23
Samsung Internet,13,106,13,0,0,0.923076923,12,18/10/23
Android Webview,1,3,1,0,0,0,0,19/10/23
Chrome,286,2300,327,0,0,0.685950413,249,19/10/23
Edge,20,360,29,0,0,0.828571429,29,19/10/23
Firefox,14,102,15,0,0,0.736842105,14,19/10/23
Safari,242,1419,254,0,0,0.575091575,157,19/10/23
Safari (in-app),2,12,2,0,0,1,2,19/10/23
Samsung Internet,15,97,15,0,0,0.588235294,10,19/10/23
YaBrowser,1,6,1,0,0,1,1,19/10/23
Android Webview,1,4,1,0,0,1,1,20/10/23
Chrome,303,2467,346,0,0,0.713541667,274,20/10/23
Edge,18,236,22,0,0,0.84,21,20/10/23
Firefox,5,130,8,0,0,0.888888889,8,20/10/23
Opera,3,15,3,0,0,1,3,20/10/23
Safari,239,1380,259,0,0,0.578571429,162,20/10/23
Safari (in-app),3,11,4,0,0,0,0,20/10/23
Samsung Internet,21,128,23,0,0,0.72,18,20/10/23
Android Webview,11,37,11,0,0,0.272727273,3,21/10/23
Chrome,240,1642,263,0,0,0.673684211,192,21/10/23
Edge,14,211,15,0,0,0.789473684,15,21/10/23
Firefox,17,139,18,0,0,0.681818182,15,21/10/23
Mozilla Compatible Agent,1,3,1,0,0,0,0,21/10/23
Opera,1,6,1,0,0,1,1,21/10/23
Safari,229,1324,250,0,0,0.63878327,168,21/10/23
Safari (in-app),25,123,25,0,0,0.2,5,21/10/23
Samsung Internet,19,102,20,0,0,0.55,11,21/10/23
YaBrowser,1,7,1,0,0,1,1,21/10/23
Android Webview,19,61,19,0,0,0.157894737,3,22/10/23
Chrome,230,2001,261,0,0,0.689285714,193,22/10/23
Edge,11,59,11,0,0,0.615384615,8,22/10/23
Firefox,9,63,10,0,0,0.666666667,8,22/10/23
Safari,260,1594,270,0,0,0.643884892,179,22/10/23
Safari (in-app),17,51,17,0,0,0,0,22/10/23
Samsung Internet,18,83,18,0,0,0.6,12,22/10/23
YaBrowser,1,7,1,0,0,1,1,22/10/23
Android Webview,5,16,5,0,0,0.2,1,23/10/23
Chrome,340,2826,374,0,0,0.711111111,288,23/10/23
Edge,35,252,37,0,0,0.674418605,29,23/10/23
Firefox,13,231,15,0,0,0.842105263,16,23/10/23
Mozilla Compatible Agent,1,3,1,0,0,0,0,23/10/23
Opera,1,4,1,0,0,0,0,23/10/23
Safari,265,1667,284,0,0,0.620462046,188,23/10/23
Safari (in-app),7,26,7,0,0,0.571428571,4,23/10/23
Samsung Internet,15,126,16,0,0,0.666666667,12,23/10/23
Android Webview,8,28,9,0,0,0.222222222,2,24/10/23
Chrome,290,2324,333,0,0,0.637795276,243,24/10/23
Edge,26,359,33,0,0,0.666666667,24,24/10/23
Firefox,9,127,11,0,0,0.846153846,11,24/10/23
Opera,1,7,1,0,0,1,1,24/10/23
Safari,258,1527,279,0,0,0.620689655,180,24/10/23
Safari (in-app),14,46,14,0,0,0.142857143,2,24/10/23
Samsung Internet,19,126,20,0,0,0.666666667,14,24/10/23
YaBrowser,1,7,1,0,0,1,1,24/10/23
Android Webview,13,106,13,0,0,0.214285714,3,25/10/23
Chrome,301,2431,334,0,0,0.653225806,243,25/10/23
Edge,22,275,26,0,0,0.8,24,25/10/23
Firefox,13,84,16,0,0,0.75,12,25/10/23
Safari,265,1646,279,0,0,0.635451505,190,25/10/23
Safari (in-app),12,50,12,0,0,0.583333333,7,25/10/23
Samsung Internet,13,56,13,0,0,0.384615385,5,25/10/23
Android Webview,6,28,6,0,0,0.333333333,2,26/10/23
Chrome,296,2305,343,0,0,0.650130548,249,26/10/23
Edge,15,102,20,0,0,0.565217391,13,26/10/23
Firefox,9,123,12,0,0,0.833333333,10,26/10/23
Opera,4,77,4,0,0,1,5,26/10/23
Safari,226,1495,244,0,0,0.579766537,149,26/10/23
Safari (in-app),5,21,5,0,0,0.4,2,26/10/23
Samsung Internet,15,88,15,0,0,0.6,9,26/10/23
Android Webview,8,95,8,0,0,0.375,3,27/10/23
