sessions,eventcount,totalusers,conversions,property_id,totalrevenue,sessionmedium,engagementrate,engagedsessions,eventspersession,userengagementduration,date
31,183,30,0,353783484,0,referral,0.516129032,16,5.903225806,1245,25/10/23
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,5,25/10/23
55,384,50,0,353783484,0,(none),0.4,22,6.981818182,3076,26/10/23
1,1,1,0,353783484,0,(not set),0,0,1,87,26/10/23
94,822,87,0,353783484,0,cpc,0.734042553,69,8.744680851,4994,26/10/23
524,2875,484,0,353783484,0,organic,0.633587786,332,5.486641221,33488,26/10/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,26/10/23
26,136,24,0,353783484,0,referral,0.653846154,17,5.230769231,1080,26/10/23
68,349,60,0,353783484,0,(none),0.558823529,38,5.132352941,4342,27/10/23
2,2,2,0,353783484,0,(not set),0,0,1,59,27/10/23
135,1103,117,0,353783484,0,cpc,0.681481481,92,8.17037037,12145,27/10/23
494,2690,455,0,353783484,0,organic,0.66194332,327,5.44534413,37199,27/10/23
10,30,10,0,353783484,0,Pinpoint,0,0,3,0,27/10/23
22,160,22,0,353783484,0,referral,0.363636364,8,7.272727273,985,27/10/23
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,1,27/10/23
52,331,48,0,353783484,0,(none),0.557692308,29,6.365384615,2121,28/10/23
1,1,1,0,353783484,0,(not set),0,0,1,396,28/10/23
78,728,72,0,353783484,0,cpc,0.769230769,60,9.333333333,6177,28/10/23
499,2707,453,0,353783484,0,organic,0.655310621,327,5.424849699,36220,28/10/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,28/10/23
20,157,20,0,353783484,0,referral,0.55,11,7.85,1582,28/10/23
1,4,1,0,353783484,0,YouTubeVideo,1,1,4,51,28/10/23
51,284,48,0,353783484,0,(none),0.470588235,24,5.568627451,2321,29/10/23
2,2,2,0,353783484,0,(not set),0,0,1,261,29/10/23
56,775,54,0,353783484,0,cpc,0.892857143,50,13.83928571,7113,29/10/23
526,2897,490,0,353783484,0,organic,0.674904943,355,5.507604563,40764,29/10/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,29/10/23
24,124,23,0,353783484,0,referral,0.5,12,5.166666667,523,29/10/23
64,611,59,0,353783484,0,(none),0.484375,31,9.546875,4199,30/10/23
1,53,1,0,353783484,0,(not set),0,0,53,279,30/10/23
220,2154,191,0,353783484,0,cpc,0.672727273,148,9.790909091,21044,30/10/23
554,3411,522,0,353783484,0,organic,0.687725632,381,6.157039711,39271,30/10/23
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,30/10/23
25,149,25,0,353783484,0,referral,0.52,13,5.96,1323,30/10/23
77,527,72,0,353783484,0,(none),0.506493506,39,6.844155844,3359,31/10/23
1,52,1,0,353783484,0,(not set),0,0,52,436,31/10/23
148,1222,129,0,353783484,0,cpc,0.668918919,99,8.256756757,13092,31/10/23
504,2686,467,0,353783484,0,organic,0.676587302,341,5.329365079,31756,31/10/23
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,31/10/23
38,251,36,0,353783484,0,referral,0.5,19,6.605263158,3184,31/10/23
79,464,72,0,353783484,0,(none),0.569620253,45,5.873417722,3123,01/11/23
164,1608,147,0,353783484,0,cpc,0.701219512,115,9.804878049,15818,01/11/23
515,2786,475,0,353783484,0,organic,0.623300971,321,5.409708738,30146,01/11/23
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,01/11/23
33,227,30,0,353783484,0,referral,0.484848485,16,6.878787879,1881,01/11/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,01/11/23
74,435,63,0,353783484,0,(none),0.445945946,33,5.878378378,4420,02/11/23
3,10,3,0,353783484,0,(not set),0,0,3.333333333,148,02/11/23
159,1589,140,0,353783484,0,cpc,0.672955975,107,9.993710692,15902,02/11/23
477,2456,443,0,353783484,0,organic,0.65408805,312,5.14884696,32050,02/11/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,02/11/23
28,140,27,0,353783484,0,referral,0.607142857,17,5,1963,02/11/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,02/11/23
86,530,75,0,353783484,0,(none),0.488372093,42,6.162790698,3673,03/11/23
1,2,1,0,353783484,0,(not set),0,0,2,78,03/11/23
156,1481,136,0,353783484,0,cpc,0.679487179,106,9.493589744,13256,03/11/23
554,2885,510,0,353783484,0,organic,0.694945848,385,5.207581227,34169,03/11/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,03/11/23
31,182,30,0,353783484,0,referral,0.387096774,12,5.870967742,2231,03/11/23
84,578,78,0,353783484,0,(none),0.535714286,45,6.880952381,5477,04/11/23
2,4,2,0,353783484,0,(not set),0,0,2,107,04/11/23
130,1104,118,0,353783484,0,cpc,0.653846154,85,8.492307692,10179,04/11/23
525,2835,494,0,353783484,0,organic,0.672380952,353,5.4,36543,04/11/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,04/11/23
36,246,36,0,353783484,0,referral,0.361111111,13,6.833333333,2587,04/11/23
66,361,64,0,353783484,0,(none),0.439393939,29,5.46969697,2794,05/11/23
3,6,3,0,353783484,0,(not set),0,0,2,265,05/11/23
92,1041,83,0,353783484,0,cpc,0.673913043,62,11.31521739,9769,05/11/23
511,2717,483,0,353783484,0,organic,0.686888454,351,5.31702544,36086,05/11/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,05/11/23
16,166,16,0,353783484,0,referral,0.625,10,10.375,2224,05/11/23
85,431,74,0,353783484,0,(none),0.411764706,35,5.070588235,2738,06/11/23
2,39,2,0,353783484,0,(not set),0,0,19.5,439,06/11/23
121,1010,104,0,353783484,0,cpc,0.685950413,83,8.347107438,7981,06/11/23
600,3386,556,0,353783484,0,organic,0.691666667,415,5.643333333,38996,06/11/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,06/11/23
28,156,28,0,353783484,0,referral,0.392857143,11,5.571428571,1082,06/11/23
54,329,52,0,353783484,0,(none),0.37037037,20,6.092592593,2616,07/11/23
1,1,1,0,353783484,0,(not set),0,0,1,131,07/11/23
132,1370,115,0,353783484,0,cpc,0.674242424,89,10.37878788,14164,07/11/23
559,2922,517,0,353783484,0,organic,0.629695886,352,5.227191413,34591,07/11/23
1,3,1,0,353783484,0,Pinpoint,0,0,3,0,07/11/23
31,146,30,0,353783484,0,referral,0.387096774,12,4.709677419,1196,07/11/23
90,451,87,0,353783484,0,(none),0.422222222,38,5.011111111,3535,08/11/23
2,2,2,0,353783484,0,(not set),0,0,1,714,08/11/23
125,1257,111,0,353783484,0,cpc,0.736,92,10.056,10393,08/11/23
531,2920,493,0,353783484,0,organic,0.666666667,354,5.49905838,38896,08/11/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,08/11/23
27,109,27,0,353783484,0,referral,0.259259259,7,4.037037037,625,08/11/23
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,2,08/11/23
77,393,69,0,353783484,0,(none),0.506493506,39,5.103896104,3514,09/11/23
4,14,4,0,353783484,0,(not set),0,0,3.5,481,09/11/23
124,1176,109,0,353783484,0,cpc,0.64516129,80,9.483870968,13184,09/11/23
513,2653,465,0,353783484,0,organic,0.62962963,323,5.171539961,28084,09/11/23
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,09/11/23
24,113,24,0,353783484,0,referral,0.375,9,4.708333333,489,09/11/23
1,6,1,0,353783484,0,YouTubeVideo,1,1,6,38,09/11/23
105,644,99,0,353783484,0,(none),0.438095238,46,6.133333333,5494,10/11/23
125,1192,110,0,353783484,0,cpc,0.776,97,9.536,8341,10/11/23
518,2986,481,0,353783484,0,organic,0.637065637,330,5.764478764,40079,10/11/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,10/11/23
28,107,28,0,353783484,0,referral,0.321428571,9,3.821428571,349,10/11/23
61,447,57,0,353783484,0,(none),0.540983607,33,7.327868852,3134,11/11/23
94,731,86,0,353783484,0,cpc,0.70212766,66,7.776595745,6078,11/11/23
524,2824,495,0,353783484,0,organic,0.685114504,359,5.389312977,36239,11/11/23
11,33,11,0,353783484,0,Pinpoint,0,0,3,0,11/11/23
25,91,25,0,353783484,0,referral,0.24,6,3.64,226,11/11/23
62,375,61,0,353783484,0,(none),0.548387097,34,6.048387097,2589,12/11/23
2,2,2,0,353783484,0,(not set),0,0,1,218,12/11/23
84,935,77,0,353783484,0,cpc,0.761904762,64,11.13095238,7269,12/11/23
517,2623,496,0,353783484,0,organic,0.69245648,358,5.073500967,36069,12/11/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,12/11/23
30,120,30,0,353783484,0,referral,0.266666667,8,4,357,12/11/23
89,585,86,0,353783484,0,(none),0.505617978,45,6.573033708,5498,13/11/23
3,7,3,0,353783484,0,(not set),0,0,2.333333333,1309,13/11/23
128,1328,116,0,353783484,0,cpc,0.765625,98,10.375,12681,13/11/23
590,3209,546,0,353783484,0,organic,0.686440678,405,5.438983051,41801,13/11/23
10,30,10,0,353783484,0,Pinpoint,0,0,3,0,13/11/23
32,168,30,0,353783484,0,referral,0.4375,14,5.25,1066,13/11/23
63,654,54,0,353783484,0,(none),0.555555556,35,10.38095238,4225,14/11/23
2,3,2,0,353783484,0,(not set),0,0,1.5,225,14/11/23
122,1012,101,0,353783484,0,cpc,0.680327869,83,8.295081967,7686,14/11/23
549,2809,518,0,353783484,0,organic,0.663023679,364,5.116575592,37458,14/11/23
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,14/11/23
21,76,21,0,353783484,0,referral,0.333333333,7,3.619047619,415,14/11/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,14/11/23
58,323,53,0,353783484,0,(none),0.603448276,35,5.568965517,2884,15/11/23
2,2,2,0,353783484,0,(not set),0,0,1,129,15/11/23
108,943,91,0,353783484,0,cpc,0.703703704,76,8.731481481,7879,15/11/23
539,2902,487,0,353783484,0,organic,0.662337662,357,5.384044527,32055,15/11/23
11,40,11,0,353783484,0,Pinpoint,0.090909091,1,3.636363636,16,15/11/23
28,134,27,0,353783484,0,referral,0.285714286,8,4.785714286,746,15/11/23
61,351,58,0,353783484,0,(none),0.524590164,32,5.754098361,2370,16/11/23
1,8,1,0,353783484,0,(not set),0,0,8,70,16/11/23
93,837,84,0,353783484,0,cpc,0.666666667,62,9,6882,16/11/23
474,2446,435,0,353783484,0,organic,0.670886076,318,5.160337553,29105,16/11/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,16/11/23
41,198,36,0,353783484,0,referral,0.390243902,16,4.829268293,876,16/11/23
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,4,16/11/23
82,438,74,0,353783484,0,(none),0.365853659,30,5.341463415,1924,17/11/23
3,53,3,0,353783484,0,(not set),0,0,17.66666667,1532,17/11/23
115,1133,101,0,353783484,0,cpc,0.660869565,76,9.852173913,9863,17/11/23
465,2455,434,0,353783484,0,organic,0.658064516,306,5.279569892,30217,17/11/23
11,33,11,0,353783484,0,Pinpoint,0,0,3,0,17/11/23
41,179,40,0,353783484,0,referral,0.341463415,14,4.365853659,888,17/11/23
88,536,85,0,353783484,0,(none),0.375,33,6.090909091,4576,18/11/23
90,728,85,0,353783484,0,cpc,0.777777778,70,8.088888889,6258,18/11/23
523,2683,481,0,353783484,0,organic,0.676864245,354,5.13001912,35788,18/11/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,18/11/23
29,143,29,0,353783484,0,referral,0.448275862,13,4.931034483,1498,18/11/23
91,505,87,0,353783484,0,(none),0.351648352,32,5.549450549,3292,19/11/23
2,2,2,0,353783484,0,(not set),0,0,1,26,19/11/23
96,878,82,0,353783484,0,cpc,0.697916667,67,9.145833333,8096,19/11/23
483,2411,465,0,353783484,0,organic,0.652173913,315,4.991718427,30508,19/11/23
11,33,11,0,353783484,0,Pinpoint,0,0,3,0,19/11/23
31,129,31,0,353783484,0,referral,0.322580645,10,4.161290323,879,19/11/23
109,573,104,0,353783484,0,(none),0.422018349,46,5.256880734,2500,20/11/23
2,2,2,0,353783484,0,(not set),0,0,1,225,20/11/23
155,1583,142,0,353783484,0,cpc,0.716129032,111,10.21290323,17557,20/11/23
585,3096,529,0,353783484,0,organic,0.65982906,386,5.292307692,35751,20/11/23
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,20/11/23
43,394,39,0,353783484,0,referral,0.511627907,22,9.162790698,3473,20/11/23
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,1,20/11/23
106,473,97,0,353783484,0,(none),0.358490566,38,4.462264151,2843,21/11/23
2,2,2,0,353783484,0,(not set),0,0,1,74,21/11/23
148,1333,125,0,353783484,0,cpc,0.75,111,9.006756757,13167,21/11/23
558,2990,508,0,353783484,0,organic,0.654121864,365,5.358422939,35210,21/11/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,21/11/23
45,218,43,0,353783484,0,referral,0.377777778,17,4.844444444,953,21/11/23
122,733,115,0,353783484,0,(none),0.352459016,43,6.008196721,5186,22/11/23
129,1433,118,0,353783484,0,cpc,0.759689922,98,11.10852713,10889,22/11/23
503,2952,467,0,353783484,0,organic,0.689860835,347,5.868787276,36162,22/11/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,22/11/23
35,151,34,0,353783484,0,referral,0.342857143,12,4.314285714,850,22/11/23
79,551,73,0,353783484,0,(none),0.303797468,24,6.974683544,2821,23/11/23
1,1,1,0,353783484,0,(not set),0,0,1,7,23/11/23
121,1127,112,0,353783484,0,cpc,0.67768595,82,9.314049587,11857,23/11/23
434,2350,407,0,353783484,0,organic,0.711981567,309,5.414746544,28482,23/11/23
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,23/11/23
23,126,22,0,353783484,0,referral,0.391304348,9,5.47826087,515,23/11/23
91,542,88,0,353783484,0,(none),0.472527473,43,5.956043956,3874,24/11/23
2,4,2,0,353783484,0,(not set),0,0,2,75,24/11/23
134,1250,117,0,353783484,0,cpc,0.723880597,97,9.328358209,16311,24/11/23
430,2669,401,0,353783484,0,organic,0.739534884,318,6.206976744,36194,24/11/23
8,25,8,0,353783484,0,Pinpoint,0,0,3.125,4,24/11/23
25,168,25,0,353783484,0,referral,0.64,16,6.72,2022,24/11/23
78,460,71,0,353783484,0,(none),0.435897436,34,5.897435897,2750,25/11/23
2,2,2,0,353783484,0,(not set),0,0,1,8,25/11/23
137,1312,114,0,353783484,0,cpc,0.708029197,97,9.576642336,13174,25/11/23
462,2180,439,0,353783484,0,organic,0.686147186,317,4.718614719,30005,25/11/23
11,33,11,0,353783484,0,Pinpoint,0,0,3,0,25/11/23
37,179,34,0,353783484,0,referral,0.378378378,14,4.837837838,639,25/11/23
67,415,65,0,353783484,0,(none),0.492537313,33,6.194029851,3060,26/11/23
1,52,1,0,353783484,0,(not set),0,0,52,235,26/11/23
104,1076,92,0,353783484,0,cpc,0.788461538,82,10.34615385,9503,26/11/23
457,2231,426,0,353783484,0,organic,0.625820569,286,4.881838074,26151,26/11/23
7,22,7,0,353783484,0,Pinpoint,0.142857143,1,3.142857143,15,26/11/23
30,154,30,0,353783484,0,referral,0.3,9,5.133333333,1695,26/11/23
69,387,62,0,353783484,0,(none),0.52173913,36,5.608695652,3604,27/11/23
2,2,2,0,353783484,0,(not set),0,0,1,97,27/11/23
129,1097,111,0,353783484,0,cpc,0.713178295,92,8.503875969,9518,27/11/23
492,2481,460,0,353783484,0,organic,0.668699187,329,5.042682927,28040,27/11/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,27/11/23
25,99,23,0,353783484,0,referral,0.32,8,3.96,293,27/11/23
60,487,55,0,353783484,0,(none),0.633333333,38,8.116666667,4788,28/11/23
1,4,1,0,353783484,0,(not set),0,0,4,3,28/11/23
131,1158,112,0,353783484,0,cpc,0.717557252,94,8.839694656,12988,28/11/23
556,3035,511,0,353783484,0,organic,0.676258993,376,5.458633094,34612,28/11/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,28/11/23
23,123,20,0,353783484,0,referral,0.217391304,5,5.347826087,1022,28/11/23
55,358,49,0,353783484,0,(none),0.781818182,43,6.509090909,2723,29/11/23
1,1,1,0,353783484,0,(not set),0,0,1,40,29/11/23
101,951,85,0,353783484,0,cpc,0.732673267,74,9.415841584,8814,29/11/23
491,2613,464,0,353783484,0,organic,0.6700611,329,5.321792261,30336,29/11/23
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,29/11/23
14,60,14,0,353783484,0,referral,0.428571429,6,4.285714286,321,29/11/23
44,285,42,0,353783484,0,(none),0.636363636,28,6.477272727,3313,30/11/23
1,2,1,0,353783484,0,(not set),0,0,2,58,30/11/23
75,876,65,0,353783484,0,cpc,0.746666667,56,11.68,7574,30/11/23
465,2286,428,0,353783484,0,organic,0.666666667,310,4.916129032,26457,30/11/23
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,30/11/23
16,51,16,0,353783484,0,referral,0.25,4,3.1875,22,30/11/23
42,221,39,0,353783484,0,(none),0.452380952,19,5.261904762,1195,01/12/23
2,7,2,0,353783484,0,(not set),0,0,3.5,199,01/12/23
83,641,66,0,353783484,0,cpc,0.65060241,54,7.722891566,5983,01/12/23
464,2448,424,0,353783484,0,organic,0.668103448,310,5.275862069,31333,01/12/23
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,01/12/23
16,66,16,0,353783484,0,referral,0.375,6,4.125,252,01/12/23
27,165,23,0,353783484,0,(none),0.407407407,11,6.111111111,1276,02/12/23
2,5,2,0,353783484,0,(not set),0,0,2.5,910,02/12/23
63,704,58,0,353783484,0,cpc,0.714285714,45,11.17460318,6659,02/12/23
497,2446,467,0,353783484,0,organic,0.6861167,341,4.921529175,33065,02/12/23
14,42,14,0,353783484,0,Pinpoint,0,0,3,0,02/12/23
25,121,24,0,353783484,0,referral,0.24,6,4.84,657,02/12/23
34,167,33,0,353783484,0,(none),0.5,17,4.911764706,946,03/12/23
47,702,41,0,353783484,0,cpc,0.787234043,37,14.93617021,7564,03/12/23
500,2290,476,0,353783484,0,organic,0.658,329,4.58,33133,03/12/23
11,33,11,0,353783484,0,Pinpoint,0,0,3,0,03/12/23
28,185,24,0,353783484,0,referral,0.392857143,11,6.607142857,1189,03/12/23
57,428,52,0,353783484,0,(none),0.526315789,30,7.50877193,4129,04/12/23
105,1206,90,0,353783484,0,cpc,0.752380952,79,11.48571429,12034,04/12/23
513,2722,487,0,353783484,0,organic,0.678362573,348,5.306042885,36255,04/12/23
10,30,10,0,353783484,0,Pinpoint,0,0,3,0,04/12/23
20,93,19,0,353783484,0,referral,0.2,4,4.65,708,04/12/23
94,769,84,0,353783484,0,(none),0.521276596,49,8.180851064,5685,05/12/23
97,934,80,0,353783484,0,cpc,0.711340206,69,9.628865979,8588,05/12/23
486,2654,462,0,353783484,0,organic,0.646090535,314,5.46090535,34134,05/12/23
14,42,14,0,353783484,0,Pinpoint,0,0,3,0,05/12/23
16,72,16,0,353783484,0,referral,0.4375,7,4.5,273,05/12/23
40,378,38,0,353783484,0,(none),0.675,27,9.45,3417,06/12/23
3,4,3,0,353783484,0,(not set),0,0,1.333333333,395,06/12/23
73,658,65,0,353783484,0,cpc,0.753424658,55,9.01369863,7689,06/12/23
456,2356,434,0,353783484,0,organic,0.657894737,300,5.166666667,34782,06/12/23
11,33,11,0,353783484,0,Pinpoint,0,0,3,0,06/12/23
20,284,20,0,353783484,0,referral,0.25,5,14.2,996,06/12/23
60,418,53,0,353783484,0,(none),0.416666667,25,6.966666667,3981,07/12/23
1,2,1,0,353783484,0,(not set),0,0,2,4,07/12/23
79,778,66,0,353783484,0,cpc,0.658227848,52,9.848101266,5932,07/12/23
466,2613,424,0,353783484,0,organic,0.667381974,311,5.607296137,32847,07/12/23
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,07/12/23
27,144,27,0,353783484,0,referral,0.296296296,8,5.333333333,451,07/12/23
53,409,51,0,353783484,0,(none),0.566037736,30,7.716981132,4251,08/12/23
1,20,1,0,353783484,0,(not set),0,0,20,155,08/12/23
76,871,62,0,353783484,0,cpc,0.789473684,60,11.46052632,9223,08/12/23
482,2445,453,0,353783484,0,organic,0.676348548,326,5.072614108,30199,08/12/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,08/12/23
39,155,39,0,353783484,0,referral,0.153846154,6,3.974358974,228,08/12/23
50,343,39,0,353783484,0,(none),0.58,29,6.86,3764,09/12/23
1,1,1,0,353783484,0,(not set),0,0,1,0,09/12/23
108,1108,82,0,353783484,0,cpc,0.675925926,73,10.25925926,10502,09/12/23
405,1855,392,0,353783484,0,organic,0.609876543,247,4.580246914,26342,09/12/23
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,09/12/23
25,98,25,0,353783484,0,referral,0.2,5,3.92,140,09/12/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,09/12/23
32,150,29,0,353783484,0,(none),0.46875,15,4.6875,515,10/12/23
1,13,1,0,353783484,0,(not set),0,0,13,448,10/12/23
38,412,35,0,353783484,0,cpc,0.763157895,29,10.84210526,4085,10/12/23
447,2184,428,0,353783484,0,organic,0.675615213,302,4.88590604,30489,10/12/23
12,37,12,0,353783484,0,Pinpoint,0.083333333,1,3.083333333,9,10/12/23
32,93,30,0,353783484,0,referral,0.0625,2,2.90625,97,10/12/23
145,904,129,0,353783484,0,(none),0.655172414,95,6.234482759,7521,11/12/23
1,4,1,0,353783484,0,(not set),0,0,4,4,11/12/23
113,1134,92,0,353783484,0,cpc,0.743362832,84,10.03539823,12629,11/12/23
501,2697,460,0,353783484,0,organic,0.668662675,335,5.383233533,35656,11/12/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,11/12/23
36,161,34,0,353783484,0,referral,0.25,9,4.472222222,777,11/12/23
44,217,40,0,353783484,0,(none),0.477272727,21,4.931818182,1357,12/12/23
87,909,73,0,353783484,0,cpc,0.724137931,63,10.44827586,10230,12/12/23
474,2701,438,0,353783484,0,organic,0.694092827,329,5.698312236,31646,12/12/23
14,42,14,0,353783484,0,Pinpoint,0,0,3,0,12/12/23
38,136,37,0,353783484,0,referral,0.368421053,14,3.578947368,743,12/12/23
33,206,31,0,353783484,0,(none),0.666666667,22,6.242424242,1643,13/12/23
1,10,1,0,353783484,0,(not set),0,0,10,78,13/12/23
56,427,51,0,353783484,0,cpc,0.696428571,39,7.625,4462,13/12/23
431,2345,398,0,353783484,0,organic,0.668213457,288,5.440835267,31759,13/12/23
17,51,17,0,353783484,0,Pinpoint,0,0,3,0,13/12/23
27,159,27,0,353783484,0,referral,0.37037037,10,5.888888889,1448,13/12/23
1,4,1,0,353783484,0,YouTubeVideo,1,1,4,3,13/12/23
42,364,40,0,353783484,0,(none),0.5,21,8.666666667,1881,14/12/23
3,6,3,0,353783484,0,(not set),0,0,2,144,14/12/23
67,653,62,0,353783484,0,cpc,0.76119403,51,9.746268657,9425,14/12/23
476,2671,430,0,353783484,0,organic,0.649159664,309,5.611344538,35747,14/12/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,14/12/23
42,152,42,0,353783484,0,referral,0.214285714,9,3.619047619,697,14/12/23
43,281,40,0,353783484,0,(none),0.418604651,18,6.534883721,2398,15/12/23
1,2,1,0,353783484,0,(not set),0,0,2,13,15/12/23
69,674,55,0,353783484,0,cpc,0.782608696,54,9.768115942,6587,15/12/23
395,2205,366,0,353783484,0,organic,0.660759494,261,5.582278481,26828,15/12/23
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,15/12/23
35,118,35,0,353783484,0,referral,0.142857143,5,3.371428571,196,15/12/23
42,351,37,0,353783484,0,(none),0.523809524,22,8.357142857,4210,16/12/23
4,8,4,0,353783484,0,(not set),0,0,2,239,16/12/23
49,360,41,0,353783484,0,cpc,0.714285714,35,7.346938776,3386,16/12/23
453,2173,429,0,353783484,0,organic,0.686534216,311,4.796909492,28116,16/12/23
4,13,4,0,353783484,0,Pinpoint,0,0,3.25,1,16/12/23
43,146,43,0,353783484,0,referral,0.139534884,6,3.395348837,478,16/12/23
38,332,35,0,353783484,0,(none),0.605263158,23,8.736842105,3785,17/12/23
1,1,1,0,353783484,0,(not set),0,0,1,0,17/12/23
30,312,27,0,353783484,0,cpc,0.766666667,23,10.4,2769,17/12/23
415,2169,382,0,353783484,0,organic,0.653012048,271,5.226506024,26867,17/12/23
1,4,1,0,353783484,0,Pinpoint,1,1,4,11,17/12/23
55,210,54,0,353783484,0,referral,0.145454545,8,3.818181818,306,17/12/23
62,687,51,0,353783484,0,(none),0.629032258,39,11.08064516,7567,18/12/23
1,1,1,0,353783484,0,(not set),0,0,1,128,18/12/23
109,1283,96,0,353783484,0,cpc,0.71559633,78,11.7706422,13270,18/12/23
476,2427,439,0,353783484,0,organic,0.68697479,327,5.098739496,31327,18/12/23
16,46,15,0,353783484,0,Pinpoint,0,0,2.875,0,18/12/23
35,201,35,0,353783484,0,referral,0.171428571,6,5.742857143,776,18/12/23
99,635,94,0,353783484,0,(none),0.545454545,54,6.414141414,5820,19/12/23
85,752,70,0,353783484,0,cpc,0.658823529,56,8.847058824,5163,19/12/23
437,2242,401,0,353783484,0,organic,0.629290618,275,5.130434783,29522,19/12/23
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,19/12/23
30,111,28,0,353783484,0,referral,0.166666667,5,3.7,128,19/12/23
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,19/12/23
50,299,41,0,353783484,0,(none),0.48,24,5.98,3575,20/12/23
61,669,54,0,353783484,0,cpc,0.68852459,42,10.96721312,5915,20/12/23
417,1990,387,0,353783484,0,organic,0.649880096,271,4.772182254,29488,20/12/23
6,17,6,0,353783484,0,Pinpoint,0.166666667,1,2.833333333,24,20/12/23
25,81,25,0,353783484,0,referral,0.16,4,3.24,44,20/12/23
44,234,41,0,353783484,0,(none),0.613636364,27,5.318181818,3222,21/12/23
59,437,50,0,353783484,0,cpc,0.728813559,43,7.406779661,3197,21/12/23
391,2002,361,0,353783484,0,organic,0.641943734,251,5.120204604,28128,21/12/23
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,21/12/23
32,144,32,0,353783484,0,referral,0.1875,6,4.5,1222,21/12/23
30,259,28,0,353783484,0,(none),0.666666667,20,8.633333333,2533,22/12/23
2,3,2,0,353783484,0,(not set),0,0,1.5,179,22/12/23
62,637,55,0,353783484,0,cpc,0.725806452,45,10.27419355,6017,22/12/23
390,1955,364,0,353783484,0,organic,0.661538462,258,5.012820513,25783,22/12/23
7,20,7,0,353783484,0,Pinpoint,0,0,2.857142857,0,22/12/23
34,118,33,0,353783484,0,referral,0.147058824,5,3.470588235,323,22/12/23
24,119,22,0,353783484,0,(none),0.458333333,11,4.958333333,1104,23/12/23
1,1,1,0,353783484,0,(not set),0,0,1,0,23/12/23
32,304,25,0,353783484,0,cpc,0.5625,18,9.5,3653,23/12/23
375,1825,353,0,353783484,0,organic,0.624,234,4.866666667,26071,23/12/23
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,23/12/23
23,82,23,0,353783484,0,referral,0.086956522,2,3.565217391,43,23/12/23
20,135,19,0,353783484,0,(none),0.45,9,6.75,748,24/12/23
2,2,2,0,353783484,0,(not set),0,0,1,101,24/12/23
11,101,11,0,353783484,0,cpc,0.454545455,5,9.181818182,1065,24/12/23
282,1281,269,0,353783484,0,organic,0.656028369,185,4.542553191,17819,24/12/23
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,24/12/23
29,110,28,0,353783484,0,referral,0.137931034,4,3.793103448,261,24/12/23
27,217,26,0,353783484,0,(none),0.555555556,15,8.037037037,2227,25/12/23
10,90,8,0,353783484,0,cpc,0.6,6,9,725,25/12/23
232,1211,223,0,353783484,0,organic,0.650862069,151,5.219827586,16024,25/12/23
