sessions,eventcount,totalusers,conversions,property_id,totalrevenue,sessionmedium,engagementrate,engagedsessions,eventspersession,userengagementduration,date
23,64,22,0,353783484,0,paid,0,0,2.782608696,0,22/02/24
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,22/02/24
14,59,13,0,353783484,0,referral,0.5,7,4.214285714,208,22/02/24
119,882,108,0,353783484,0,(none),0.43697479,52,7.411764706,6228,23/02/24
1,1,1,0,353783484,0,(not set),0,0,1,18,23/02/24
147,1247,122,0,353783484,0,cpc,0.612244898,90,8.482993197,12453,23/02/24
549,3277,512,0,353783484,0,organic,0.650273224,357,5.969034608,40325,23/02/24
33,95,32,0,353783484,0,paid,0.060606061,2,2.878787879,56,23/02/24
17,63,16,0,353783484,0,referral,0.411764706,7,3.705882353,64,23/02/24
172,938,166,0,353783484,0,(none),0.313953488,54,5.453488372,5064,24/02/24
1,11,1,0,353783484,0,(not set),0,0,11,35,24/02/24
126,1098,114,0,353783484,0,cpc,0.587301587,74,8.714285714,8853,24/02/24
636,3477,591,0,353783484,0,organic,0.674528302,429,5.466981132,36554,24/02/24
35,107,35,0,353783484,0,paid,0.057142857,2,3.057142857,29,24/02/24
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,24/02/24
23,107,22,0,353783484,0,referral,0.47826087,11,4.652173913,296,24/02/24
126,628,122,0,353783484,0,(none),0.301587302,38,4.984126984,4007,25/02/24
2,4,2,0,353783484,0,(not set),0,0,2,53,25/02/24
104,1149,95,0,353783484,0,cpc,0.557692308,58,11.04807692,13702,25/02/24
675,3613,630,0,353783484,0,organic,0.656296296,443,5.352592593,44058,25/02/24
37,110,36,0,353783484,0,paid,0.081081081,3,2.972972973,1,25/02/24
5,14,4,0,353783484,0,Pinpoint,0.2,1,2.8,0,25/02/24
25,157,24,0,353783484,0,referral,0.52,13,6.28,874,25/02/24
100,621,86,0,353783484,0,(none),0.43,43,6.21,4145,26/02/24
2,11,2,0,353783484,0,(not set),0,0,5.5,54,26/02/24
143,1205,121,0,353783484,0,cpc,0.608391608,87,8.426573427,9538,26/02/24
685,3848,635,0,353783484,0,organic,0.686131387,470,5.617518248,45937,26/02/24
21,63,21,0,353783484,0,paid,0.095238095,2,3,97,26/02/24
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,26/02/24
27,173,23,0,353783484,0,referral,0.518518519,14,6.407407407,718,26/02/24
57,501,48,0,353783484,0,(none),0.561403509,32,8.789473684,4338,27/02/24
1,2561,80,0,353783484,0,(not set),0,0,2561,42903,27/02/24
115,1238,103,0,353783484,0,cpc,0.713043478,82,10.76521739,13065,27/02/24
608,3190,549,0,353783484,0,organic,0.652960526,397,5.246710526,38365,27/02/24
45,140,44,0,353783484,0,paid,0.066666667,3,3.111111111,154,27/02/24
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,27/02/24
16,120,13,0,353783484,0,referral,0.625,10,7.5,5478,27/02/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,4,27/02/24
63,567,53,0,353783484,0,(none),0.555555556,35,9,4526,28/02/24
2,2,2,0,353783484,0,(not set),0,0,1,186,28/02/24
104,1144,90,0,353783484,0,cpc,0.596153846,62,11,9469,28/02/24
625,3679,560,0,353783484,0,organic,0.6656,416,5.8864,48920,28/02/24
31,114,31,0,353783484,0,paid,0.096774194,3,3.677419355,200,28/02/24
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,28/02/24
18,226,12,0,353783484,0,referral,0.5,9,12.55555556,6395,28/02/24
270,1946,242,0,353783484,0,(none),0.485185185,131,7.207407407,18297,29/02/24
9,32,9,0,353783484,0,(not set),0,0,3.555555556,802,29/02/24
102,1102,91,0,353783484,0,cpc,0.656862745,67,10.80392157,15139,29/02/24
559,3095,514,0,353783484,0,organic,0.676207513,378,5.53667263,38088,29/02/24
24,71,24,0,353783484,0,paid,0.083333333,2,2.958333333,50,29/02/24
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,29/02/24
15,154,11,0,353783484,0,referral,0.6,9,10.26666667,990,29/02/24
73,416,66,0,353783484,0,(none),0.520547945,38,5.698630137,2112,01/03/24
3,7,3,0,353783484,0,(not set),0,0,2.333333333,928,01/03/24
117,1044,98,0,353783484,0,cpc,0.598290598,70,8.923076923,11042,01/03/24
572,3371,521,0,353783484,0,organic,0.653846154,374,5.893356643,49883,01/03/24
35,105,34,0,353783484,0,paid,0.057142857,2,3,93,01/03/24
10,33,10,0,353783484,0,Pinpoint,0.1,1,3.3,0,01/03/24
9,54,9,0,353783484,0,referral,0.555555556,5,6,415,01/03/24
88,547,78,0,353783484,0,(none),0.352272727,31,6.215909091,4839,02/03/24
2,2,2,0,353783484,0,(not set),0,0,1,9,02/03/24
159,1230,145,0,353783484,0,cpc,0.622641509,99,7.735849057,11512,02/03/24
657,3508,597,0,353783484,0,organic,0.614916286,404,5.339421613,40837,02/03/24
26,82,26,0,353783484,0,paid,0.038461538,1,3.153846154,52,02/03/24
34,104,34,0,353783484,0,Pinpoint,0.058823529,2,3.058823529,5,02/03/24
11,75,11,0,353783484,0,referral,0.545454545,6,6.818181818,1386,02/03/24
2,12,2,0,353783484,0,YouTubeVideo,0.5,1,6,156,02/03/24
64,245,56,0,353783484,0,(none),0.40625,26,3.828125,1640,03/03/24
1,1,1,0,353783484,0,(not set),0,0,1,4,03/03/24
141,1323,126,0,353783484,0,cpc,0.624113475,88,9.382978723,12535,03/03/24
703,3673,650,0,353783484,0,organic,0.642958748,452,5.224751067,42949,03/03/24
34,95,34,0,353783484,0,paid,0.029411765,1,2.794117647,15,03/03/24
2,7,2,0,353783484,0,Pinpoint,0.5,1,3.5,38,03/03/24
9,33,7,0,353783484,0,referral,0.555555556,5,3.666666667,184,03/03/24
168,853,151,0,353783484,0,(none),0.392857143,66,5.077380952,5263,04/03/24
3,42,3,0,353783484,0,(not set),0,0,14,747,04/03/24
143,1129,126,0,353783484,0,cpc,0.629370629,90,7.895104895,9810,04/03/24
663,4198,590,0,353783484,0,organic,0.647058824,429,6.331825038,51562,04/03/24
23,69,23,0,353783484,0,paid,0.086956522,2,3,45,04/03/24
28,85,28,0,353783484,0,Pinpoint,0.035714286,1,3.035714286,30,04/03/24
11,55,9,0,353783484,0,referral,0.727272727,8,5,218,04/03/24
1,2,1,0,353783484,0,YouTubeVideo,0,0,2,0,04/03/24
90,494,70,0,353783484,0,(none),0.444444444,40,5.488888889,5900,05/03/24
1,12,1,0,353783484,0,(not set),0,0,12,428,05/03/24
119,1086,94,0,353783484,0,cpc,0.621848739,74,9.12605042,12278,05/03/24
559,3009,500,0,353783484,0,organic,0.59391771,332,5.382826476,38193,05/03/24
22,98,22,0,353783484,0,paid,0.181818182,4,4.454545455,280,05/03/24
17,53,17,0,353783484,0,Pinpoint,0.117647059,2,3.117647059,46,05/03/24
11,66,11,0,353783484,0,referral,0.454545455,5,6,528,05/03/24
82,421,77,0,353783484,0,(none),0.365853659,30,5.134146341,1817,06/03/24
1,1,1,0,353783484,0,(not set),0,0,1,22,06/03/24
96,924,87,0,353783484,0,cpc,0.666666667,64,9.625,9607,06/03/24
533,3160,481,0,353783484,0,organic,0.651031895,347,5.928705441,33488,06/03/24
17,57,17,0,353783484,0,paid,0.176470588,3,3.352941176,102,06/03/24
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,06/03/24
16,111,14,0,353783484,0,referral,0.5625,9,6.9375,1077,06/03/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,1,06/03/24
107,604,98,0,353783484,0,(none),0.373831776,40,5.644859813,5267,07/03/24
1,1,1,0,353783484,0,(not set),0,0,1,0,07/03/24
114,1045,103,0,353783484,0,cpc,0.736842105,84,9.166666667,10287,07/03/24
426,2458,372,0,353783484,0,organic,0.603286385,257,5.769953052,25070,07/03/24
14,41,14,0,353783484,0,paid,0,0,2.928571429,0,07/03/24
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,07/03/24
10,107,8,0,353783484,0,referral,0.9,9,10.7,1747,07/03/24
57,378,50,0,353783484,0,(none),0.385964912,22,6.631578947,2966,08/03/24
112,740,94,0,353783484,0,cpc,0.553571429,62,6.607142857,6581,08/03/24
422,2844,367,0,353783484,0,organic,0.642180095,271,6.739336493,30654,08/03/24
23,68,23,0,353783484,0,paid,0.043478261,1,2.956521739,17,08/03/24
14,42,14,0,353783484,0,Pinpoint,0,0,3,0,08/03/24
10,49,10,0,353783484,0,referral,0.5,5,4.9,366,08/03/24
2,7,2,0,353783484,0,Social,0.5,1,3.5,0,08/03/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,1,08/03/24
57,491,54,0,353783484,0,(none),0.543859649,31,8.614035088,4197,09/03/24
119,829,104,0,353783484,0,cpc,0.596638655,71,6.966386555,6417,09/03/24
428,2239,393,0,353783484,0,organic,0.635514019,272,5.231308411,22269,09/03/24
21,75,20,0,353783484,0,paid,0.19047619,4,3.571428571,267,09/03/24
20,60,20,0,353783484,0,Pinpoint,0,0,3,0,09/03/24
6,127,6,0,353783484,0,referral,0.833333333,5,21.16666667,804,09/03/24
46,333,43,0,353783484,0,(none),0.52173913,24,7.239130435,3680,10/03/24
119,1137,104,0,353783484,0,cpc,0.739495798,88,9.554621849,13553,10/03/24
389,1954,361,0,353783484,0,organic,0.645244216,251,5.023136247,21896,10/03/24
18,51,17,0,353783484,0,paid,0.055555556,1,2.833333333,0,10/03/24
10,30,10,0,353783484,0,Pinpoint,0,0,3,0,10/03/24
10,56,10,0,353783484,0,referral,0.5,5,5.6,319,10/03/24
59,351,53,0,353783484,0,(none),0.457627119,27,5.949152542,5349,11/03/24
1,1,1,0,353783484,0,(not set),0,0,1,148,11/03/24
121,1074,103,0,353783484,0,cpc,0.702479339,85,8.876033058,10944,11/03/24
473,2960,423,0,353783484,0,organic,0.651162791,308,6.257928118,31812,11/03/24
17,52,17,0,353783484,0,paid,0.176470588,3,3.058823529,12,11/03/24
10,29,9,0,353783484,0,Pinpoint,0,0,2.9,0,11/03/24
9,184,8,0,353783484,0,referral,0.888888889,8,20.44444444,2593,11/03/24
1,4,1,0,353783484,0,YouTubeVideo,0,0,4,2,11/03/24
74,339,60,0,353783484,0,(none),0.391891892,29,4.581081081,1458,12/03/24
1,2,1,0,353783484,0,(not set),0,0,2,11,12/03/24
106,807,88,0,353783484,0,cpc,0.594339623,63,7.613207547,8335,12/03/24
375,2696,325,0,353783484,0,organic,0.632,237,7.189333333,35016,12/03/24
28,83,27,0,353783484,0,paid,0.107142857,3,2.964285714,25,12/03/24
12,36,12,0,353783484,0,Pinpoint,0,0,3,0,12/03/24
10,62,9,0,353783484,0,referral,0.7,7,6.2,1479,12/03/24
59,292,52,0,353783484,0,(none),0.423728814,25,4.949152542,1635,13/03/24
102,874,88,0,353783484,0,cpc,0.578431373,59,8.568627451,9747,13/03/24
341,1991,308,0,353783484,0,organic,0.604105572,206,5.838709677,22577,13/03/24
21,70,20,0,353783484,0,paid,0.142857143,3,3.333333333,157,13/03/24
7,21,7,0,353783484,0,Pinpoint,0,0,3,0,13/03/24
10,298,9,0,353783484,0,referral,0.8,8,29.8,6600,13/03/24
60,248,52,0,353783484,0,(none),0.35,21,4.133333333,909,14/03/24
1,4,1,0,353783484,0,(not set),0,0,4,16,14/03/24
98,813,85,0,353783484,0,cpc,0.632653061,62,8.295918367,7614,14/03/24
343,2271,313,0,353783484,0,organic,0.658892128,226,6.620991254,28817,14/03/24
29,100,28,0,353783484,0,paid,0.206896552,6,3.448275862,293,14/03/24
9,27,9,0,353783484,0,Pinpoint,0,0,3,0,14/03/24
4,70,4,0,353783484,0,referral,0.75,3,17.5,846,14/03/24
3,10,3,0,353783484,0,YouTubeVideo,0.333333333,1,3.333333333,11,14/03/24
71,454,66,0,353783484,0,(none),0.394366197,28,6.394366197,3830,15/03/24
1,2,1,0,353783484,0,(not set),0,0,2,60,15/03/24
107,727,96,0,353783484,0,cpc,0.579439252,62,6.794392523,8711,15/03/24
338,2052,298,0,353783484,0,organic,0.606508876,205,6.071005917,20025,15/03/24
17,50,16,0,353783484,0,paid,0.117647059,2,2.941176471,933,15/03/24
15,45,15,0,353783484,0,Pinpoint,0,0,3,0,15/03/24
7,279,4,0,353783484,0,referral,0.714285714,5,39.85714286,8500,15/03/24
56,329,51,0,353783484,0,(none),0.339285714,19,5.875,3673,16/03/24
1,6,1,0,353783484,0,(not set),0,0,6,108,16/03/24
108,861,95,0,353783484,0,cpc,0.666666667,72,7.972222222,9384,16/03/24
302,1783,280,0,353783484,0,organic,0.695364238,210,5.90397351,17226,16/03/24
12,43,12,0,353783484,0,paid,0.083333333,1,3.583333333,196,16/03/24
29,89,29,0,353783484,0,Pinpoint,0.034482759,1,3.068965517,0,16/03/24
7,41,7,0,353783484,0,referral,0.571428571,4,5.857142857,351,16/03/24
58,287,55,0,353783484,0,(none),0.413793103,24,4.948275862,1284,17/03/24
2,2,2,0,353783484,0,(not set),0,0,1,233,17/03/24
102,818,90,0,353783484,0,cpc,0.607843137,62,8.019607843,8501,17/03/24
268,1617,247,0,353783484,0,organic,0.675373134,181,6.03358209,18034,17/03/24
34,102,34,0,353783484,0,paid,0.029411765,1,3,2,17/03/24
9,26,9,0,353783484,0,Pinpoint,0,0,2.888888889,0,17/03/24
3,12,3,0,353783484,0,referral,0.666666667,2,4,42,17/03/24
79,473,66,0,353783484,0,(none),0.46835443,37,5.987341772,3021,18/03/24
2,18,2,0,353783484,0,(not set),0,0,9,200,18/03/24
132,1360,108,0,353783484,0,cpc,0.674242424,89,10.3030303,13108,18/03/24
404,2657,370,0,353783484,0,organic,0.680693069,275,6.576732673,27889,18/03/24
27,80,27,0,353783484,0,paid,0.037037037,1,2.962962963,0,18/03/24
5,14,5,0,353783484,0,Pinpoint,0,0,2.8,0,18/03/24
10,286,4,0,353783484,0,referral,0.8,8,28.6,5581,18/03/24
52,267,50,0,353783484,0,(none),0.442307692,23,5.134615385,1630,19/03/24
3,3,3,0,353783484,0,(not set),0,0,1,148,19/03/24
98,930,89,0,353783484,0,cpc,0.755102041,74,9.489795918,9546,19/03/24
348,2445,318,0,353783484,0,organic,0.718390805,250,7.025862069,32243,19/03/24
32,94,31,0,353783484,0,paid,0.03125,1,2.9375,103,19/03/24
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,19/03/24
4,44,4,0,353783484,0,referral,1,4,11,811,19/03/24
1,2,1,0,353783484,0,Social,0,0,2,0,19/03/24
58,263,48,0,353783484,0,(none),0.24137931,14,4.534482759,1516,20/03/24
1,1,1,0,353783484,0,(not set),0,0,1,5,20/03/24
123,909,106,0,353783484,0,cpc,0.658536585,81,7.390243902,10106,20/03/24
347,2182,320,0,353783484,0,organic,0.639769452,222,6.288184438,25375,20/03/24
33,100,33,0,353783484,0,paid,0.090909091,3,3.03030303,32,20/03/24
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,20/03/24
10,126,5,0,353783484,0,referral,0.7,7,12.6,4460,20/03/24
1,2,1,0,353783484,0,Social,0,0,2,0,20/03/24
59,488,52,0,353783484,0,(none),0.474576271,28,8.271186441,3274,21/03/24
1,1,1,0,353783484,0,(not set),0,0,1,16,21/03/24
124,1064,105,0,353783484,0,cpc,0.572580645,71,8.580645161,8661,21/03/24
342,2462,295,0,353783484,0,organic,0.704678363,241,7.198830409,25555,21/03/24
22,62,20,0,353783484,0,paid,0.090909091,2,2.818181818,0,21/03/24
23,69,22,0,353783484,0,Pinpoint,0.043478261,1,3,0,21/03/24
12,62,12,0,353783484,0,referral,0.833333333,10,5.166666667,152,21/03/24
139,856,121,0,353783484,0,(none),0.35971223,50,6.158273381,13321,22/03/24
3,12,3,0,353783484,0,(not set),0,0,4,136,22/03/24
160,1343,129,0,353783484,0,cpc,0.6125,98,8.39375,13728,22/03/24
332,2193,290,0,353783484,0,organic,0.686746988,228,6.605421687,23299,22/03/24
18,64,18,0,353783484,0,paid,0.222222222,4,3.555555556,527,22/03/24
13,39,13,0,353783484,0,Pinpoint,0,0,3,0,22/03/24
16,305,8,0,353783484,0,referral,0.5625,9,19.0625,4726,22/03/24
70,432,57,0,353783484,0,(none),0.485714286,34,6.171428571,5964,23/03/24
1,23,1,0,353783484,0,(not set),0,0,23,500,23/03/24
141,1053,124,0,353783484,0,cpc,0.609929078,86,7.468085106,12070,23/03/24
346,2059,307,0,353783484,0,organic,0.670520231,232,5.950867052,23297,23/03/24
29,92,29,0,353783484,0,paid,0.103448276,3,3.172413793,84,23/03/24
21,63,21,0,353783484,0,Pinpoint,0,0,3,0,23/03/24
13,130,9,0,353783484,0,referral,0.769230769,10,10,1444,23/03/24
40,283,37,0,353783484,0,(none),0.5,20,7.075,3146,24/03/24
129,1094,116,0,353783484,0,cpc,0.589147287,76,8.480620155,12855,24/03/24
336,1963,303,0,353783484,0,organic,0.645833333,217,5.842261905,20080,24/03/24
28,77,26,0,353783484,0,paid,0,0,2.75,0,24/03/24
5,15,5,0,353783484,0,Pinpoint,0,0,3,0,24/03/24
12,300,10,0,353783484,0,referral,0.75,9,25,2350,24/03/24
66,359,54,0,353783484,0,(none),0.46969697,31,5.439393939,3696,25/03/24
4,8,4,0,353783484,0,(not set),0,0,2,548,25/03/24
143,1156,119,0,353783484,0,cpc,0.657342657,94,8.083916084,12977,25/03/24
2,4,1,0,353783484,0,iframely,0,0,2,0,25/03/24
386,2701,342,0,353783484,0,organic,0.670984456,259,6.997409326,36233,25/03/24
18,55,18,0,353783484,0,paid,0.055555556,1,3.055555556,12,25/03/24
8,24,8,0,353783484,0,Pinpoint,0,0,3,0,25/03/24
12,107,9,0,353783484,0,referral,0.583333333,7,8.916666667,1226,25/03/24
54,353,41,0,353783484,0,(none),0.518518519,28,6.537037037,2986,26/03/24
119,1419,105,0,353783484,0,cpc,0.722689076,86,11.92436975,14520,26/03/24
315,1984,282,0,353783484,0,organic,0.647619048,204,6.298412698,25371,26/03/24
9,32,9,0,353783484,0,paid,0.222222222,2,3.555555556,15,26/03/24
10,30,10,0,353783484,0,Pinpoint,0,0,3,0,26/03/24
12,90,12,0,353783484,0,referral,0.833333333,10,7.5,630,26/03/24
1,3,1,0,353783484,0,Social,0,0,3,0,26/03/24
82,468,75,0,353783484,0,(none),0.37804878,31,5.707317073,3817,27/03/24
3,9,3,0,353783484,0,(not set),0,0,3,227,27/03/24
133,1150,119,0,353783484,0,cpc,0.609022556,81,8.646616541,10964,27/03/24
260,1821,233,0,353783484,0,organic,0.638461538,166,7.003846154,19945,27/03/24
12,36,12,0,353783484,0,paid,0,0,3,1,27/03/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,27/03/24
5,17,4,0,353783484,0,referral,0.4,2,3.4,90,27/03/24
45,275,40,0,353783484,0,(none),0.444444444,20,6.111111111,2456,28/03/24
1,1,1,0,353783484,0,(not set),0,0,1,0,28/03/24
118,960,102,0,353783484,0,cpc,0.63559322,75,8.13559322,8349,28/03/24
333,2133,298,0,353783484,0,organic,0.681681682,227,6.405405405,23592,28/03/24
15,49,15,0,353783484,0,paid,0.066666667,1,3.266666667,14,28/03/24
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,28/03/24
8,75,7,0,353783484,0,referral,0.75,6,9.375,352,28/03/24
44,264,40,0,353783484,0,(none),0.5,22,6,2106,29/03/24
2,2,2,0,353783484,0,(not set),0,0,1,156,29/03/24
111,940,103,0,353783484,0,cpc,0.648648649,72,8.468468468,10120,29/03/24
318,1829,291,0,353783484,0,organic,0.676100629,215,5.751572327,18991,29/03/24
9,30,9,0,353783484,0,paid,0.333333333,3,3.333333333,69,29/03/24
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,29/03/24
4,23,4,0,353783484,0,referral,0.75,3,5.75,277,29/03/24
40,226,34,0,353783484,0,(none),0.55,22,5.65,1440,30/03/24
124,1120,117,0,353783484,0,cpc,0.64516129,80,9.032258065,9482,30/03/24
345,1773,323,0,353783484,0,organic,0.655072464,226,5.139130435,20248,30/03/24
10,30,10,0,353783484,0,paid,0.1,1,3,0,30/03/24
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,30/03/24
11,103,9,0,353783484,0,referral,0.636363636,7,9.363636364,1280,30/03/24
43,258,38,0,353783484,0,(none),0.441860465,19,6,1558,31/03/24
88,872,82,0,353783484,0,cpc,0.659090909,58,9.909090909,9492,31/03/24
300,1852,274,0,353783484,0,organic,0.686666667,206,6.173333333,21723,31/03/24
14,44,13,0,353783484,0,paid,0.071428571,1,3.142857143,26,31/03/24
2,6,2,0,353783484,0,Pinpoint,0,0,3,0,31/03/24
11,39,11,0,353783484,0,referral,0.363636364,4,3.545454545,26,31/03/24
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,31/03/24
71,556,55,0,353783484,0,(none),0.549295775,39,7.830985915,8202,01/04/24
173,1511,147,0,353783484,0,cpc,0.612716763,106,8.734104046,16005,01/04/24
454,2926,391,0,353783484,0,organic,0.621145374,282,6.444933921,32046,01/04/24
16,53,16,0,353783484,0,paid,0.1875,3,3.3125,306,01/04/24
1,3,1,0,353783484,0,Pinpoint,0,0,3,0,01/04/24
6,24,6,0,353783484,0,referral,0.5,3,4,92,01/04/24
105,788,89,0,353783484,0,(none),0.542857143,57,7.504761905,8398,02/04/24
123,1197,100,0,353783484,0,cpc,0.658536585,81,9.731707317,16803,02/04/24
441,2867,387,0,353783484,0,organic,0.678004535,299,6.501133787,33243,02/04/24
8,26,8,0,353783484,0,paid,0,0,3.25,1,02/04/24
4,12,4,0,353783484,0,Pinpoint,0,0,3,0,02/04/24
18,141,13,0,353783484,0,referral,0.5,9,7.833333333,1129,02/04/24
1,3,1,0,353783484,0,YouTubeVideo,0,0,3,0,02/04/24
118,838,96,0,353783484,0,(none),0.491525424,58,7.101694915,9010,03/04/24
2,16,2,0,353783484,0,(not set),0,0,8,69,03/04/24
147,1333,123,0,353783484,0,cpc,0.619047619,91,9.068027211,12395,03/04/24
437,2693,379,0,353783484,0,organic,0.652173913,285,6.162471396,31048,03/04/24
11,37,11,0,353783484,0,paid,0.181818182,2,3.363636364,3,03/04/24
2,5,2,0,353783484,0,Pinpoint,0,0,2.5,0,03/04/24
8,41,7,0,353783484,0,referral,0.625,5,5.125,468,03/04/24
132,781,126,0,353783484,0,(none),0.5,66,5.916666667,9472,04/04/24
1,5,1,0,353783484,0,(not set),0,0,5,114,04/04/24
131,1239,116,0,353783484,0,cpc,0.610687023,80,9.458015267,14014,04/04/24
395,2319,348,0,353783484,0,organic,0.653164557,258,5.870886076,26157,04/04/24
18,55,18,0,353783484,0,paid,0.111111111,2,3.055555556,0,04/04/24
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,04/04/24
8,22,8,0,353783484,0,referral,0.25,2,2.75,171,04/04/24
62,312,52,0,353783484,0,(none),0.532258065,33,5.032258065,2978,05/04/24
122,1053,104,0,353783484,0,cpc,0.606557377,74,8.631147541,15859,05/04/24
1,3,1,0,353783484,0,Display,0,0,3,0,05/04/24
423,2395,384,0,353783484,0,organic,0.628841608,266,5.661938534,25738,05/04/24
13,41,13,0,353783484,0,paid,0.076923077,1,3.153846154,16,05/04/24
15,47,15,0,353783484,0,Pinpoint,0.066666667,1,3.133333333,0,05/04/24
7,29,7,0,353783484,0,referral,0.714285714,5,4.142857143,617,05/04/24
1,4,1,0,353783484,0,YouTubeVideo,1,1,4,67,05/04/24
60,432,53,0,353783484,0,(none),0.466666667,28,7.2,3033,06/04/24
2,2,2,0,353783484,0,(not set),0,0,1,70,06/04/24
166,1486,147,0,353783484,0,cpc,0.608433735,101,8.951807229,13749,06/04/24
441,2717,407,0,353783484,0,organic,0.612244898,270,6.160997732,30495,06/04/24
21,60,20,0,353783484,0,paid,0,0,2.857142857,0,06/04/24
19,57,19,0,353783484,0,Pinpoint,0,0,3,0,06/04/24
7,63,7,0,353783484,0,referral,0.428571429,3,9,186,06/04/24
61,255,59,0,353783484,0,(none),0.31147541,19,4.180327869,1090,07/04/24
2,4,2,0,353783484,0,(not set),0,0,2,174,07/04/24
104,901,94,0,353783484,0,cpc,0.490384615,51,8.663461538,11233,07/04/24
422,2399,390,0,353783484,0,organic,0.670616114,283,5.684834123,26612,07/04/24
14,46,14,0,353783484,0,paid,0.142857143,2,3.285714286,22,07/04/24
20,60,20,0,353783484,0,Pinpoint,0,0,3,0,07/04/24
3,50,3,0,353783484,0,referral,1,3,16.66666667,3314,07/04/24
63,638,55,0,353783484,0,(none),0.587301587,37,10.12698413,3252,08/04/24
122,1150,102,0,353783484,0,cpc,0.62295082,76,9.426229508,14381,08/04/24
447,2469,405,0,353783484,0,organic,0.646532438,289,5.523489933,24935,08/04/24
20,62,20,0,353783484,0,paid,0.1,2,3.1,3,08/04/24
13,39,13,0,353783484,0,Pinpoint,0,0,3,0,08/04/24
11,47,9,0,353783484,0,referral,0.363636364,4,4.272727273,340,08/04/24
57,435,48,0,353783484,0,(none),0.473684211,27,7.631578947,4669,09/04/24
4,28,4,0,353783484,0,(not set),0,0,7,591,09/04/24
134,1188,111,0,353783484,0,cpc,0.701492537,94,8.865671642,10831,09/04/24
442,2490,402,0,353783484,0,organic,0.656108597,290,5.633484163,28073,09/04/24
19,59,19,0,353783484,0,paid,0.105263158,2,3.105263158,77,09/04/24
1,3,1,0,353783484,0,Pinpoint,0,0,3,0,09/04/24
10,60,9,0,353783484,0,referral,0.4,4,6,1170,09/04/24
44,269,38,0,353783484,0,(none),0.590909091,26,6.113636364,3408,10/04/24
1,1,1,0,353783484,0,(not set),0,0,1,0,10/04/24
113,917,95,0,353783484,0,cpc,0.610619469,69,8.115044248,9762,10/04/24
441,2397,389,0,353783484,0,organic,0.646258503,285,5.43537415,26137,10/04/24
18,59,15,0,353783484,0,paid,0.222222222,4,3.277777778,2,10/04/24
10,62,8,0,353783484,0,referral,0.4,4,6.2,849,10/04/24
90,499,75,0,353783484,0,(none),0.355555556,32,5.544444444,4054,11/04/24
1,5,1,0,353783484,0,(not set),0,0,5,29,11/04/24
122,979,102,0,353783484,0,cpc,0.639344262,78,8.024590164,9305,11/04/24
504,2950,449,0,353783484,0,organic,0.658730159,332,5.853174603,34620,11/04/24
21,69,21,0,353783484,0,paid,0.142857143,3,3.285714286,10,11/04/24
1,3,1,0,353783484,0,Pinpoint,0,0,3,0,11/04/24
14,153,12,0,353783484,0,referral,0.642857143,9,10.92857143,1264,11/04/24
59,421,51,0,353783484,0,(none),0.423728814,25,7.13559322,3531,12/04/24
2,13,2,0,353783484,0,(not set),0,0,6.5,903,12/04/24
94,833,83,0,353783484,0,cpc,0.64893617,61,8.861702128,8583,12/04/24
476,2697,421,0,353783484,0,organic,0.665966387,317,5.665966387,35874,12/04/24
10,32,10,0,353783484,0,paid,0.1,1,3.2,2,12/04/24
3,9,3,0,353783484,0,Pinpoint,0,0,3,0,12/04/24
5,33,5,0,353783484,0,referral,0.6,3,6.6,121,12/04/24
71,426,60,0,353783484,0,(none),0.605633803,43,6,3124,13/04/24
113,912,94,0,353783484,0,cpc,0.610619469,69,8.07079646,10531,13/04/24
455,2335,410,0,353783484,0,organic,0.641758242,292,5.131868132,27574,13/04/24
16,51,16,0,353783484,0,paid,0.125,2,3.1875,111,13/04/24
6,18,6,0,353783484,0,Pinpoint,0,0,3,0,13/04/24
6,116,6,0,353783484,0,referral,0.833333333,5,19.33333333,871,13/04/24
30,175,29,0,353783484,0,(none),0.366666667,11,5.833333333,648,14/04/24
101,739,89,0,353783484,0,cpc,0.702970297,71,7.316831683,6802,14/04/24
469,2237,433,0,353783484,0,organic,0.609808102,286,4.769722814,24409,14/04/24
12,49,12,0,353783484,0,paid,0.25,3,4.083333333,109,14/04/24
4,15,4,0,353783484,0,Pinpoint,0.25,1,3.75,0,14/04/24
4,31,3,0,353783484,0,referral,0.75,3,7.75,249,14/04/24
