sessions,eventcount,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,eventspersession,userengagementduration,sessiondefaultchannelgrouping,date
613,2918,587,0,353783484,0,0.66721044,409,4.760195759,34737,Organic Search,20/01/24
16,48,15,0,353783484,0,0.125,2,3,0,Organic Social,20/01/24
52,546,47,0,353783484,0,0.673076923,35,10.5,5890,Paid Search,20/01/24
1,3,1,0,353783484,0,0,0,3,0,Referral,20/01/24
4,18,4,0,353783484,0,0,0,4.5,223,Unassigned,20/01/24
19,168,17,0,353783484,0,0.842105263,16,8.842105263,886,Cross-network,21/01/24
64,481,61,0,353783484,0,0.546875,35,7.515625,4142,Direct,21/01/24
547,2735,519,0,353783484,0,0.691042048,378,5,33437,Organic Search,21/01/24
15,56,15,0,353783484,0,0.2,3,3.733333333,278,Organic Social,21/01/24
1,3,1,0,353783484,0,0,0,3,0,Organic Video,21/01/24
45,324,42,0,353783484,0,0.6,27,7.2,2160,Paid Search,21/01/24
1,3,1,0,353783484,0,0,0,3,0,Referral,21/01/24
10,31,10,0,353783484,0,0,0,3.1,389,Unassigned,21/01/24
34,256,23,0,353783484,0,0.617647059,21,7.529411765,1802,Cross-network,22/01/24
59,361,57,0,353783484,0,0.525423729,31,6.118644068,2551,Direct,22/01/24
662,3943,610,0,353783484,0,0.66918429,443,5.956193353,44340,Organic Search,22/01/24
13,40,13,0,353783484,0,0.076923077,1,3.076923077,1,Organic Social,22/01/24
76,617,67,0,353783484,0,0.644736842,49,8.118421053,4870,Paid Search,22/01/24
1,13,1,0,353783484,0,1,1,13,24,Referral,22/01/24
7,19,7,0,353783484,0,0,0,2.714285714,0,Unassigned,22/01/24
22,188,22,0,353783484,0,0.818181818,18,8.545454545,1111,Cross-network,23/01/24
51,365,46,0,353783484,0,0.549019608,28,7.156862745,1981,Direct,23/01/24
577,3144,537,0,353783484,0,0.689774697,398,5.448873484,41177,Organic Search,23/01/24
21,66,21,0,353783484,0,0.19047619,4,3.142857143,78,Organic Social,23/01/24
1,4,1,0,353783484,0,0,0,4,2,Organic Video,23/01/24
82,659,71,0,353783484,0,0.548780488,45,8.036585366,6987,Paid Search,23/01/24
1,4,1,0,353783484,0,1,1,4,52,Referral,23/01/24
5,13,5,0,353783484,0,0,0,2.6,13,Unassigned,23/01/24
21,151,18,0,353783484,0,0.666666667,14,7.19047619,1044,Cross-network,24/01/24
43,559,42,0,353783484,0,0.697674419,30,13,5608,Direct,24/01/24
569,2746,524,0,353783484,0,0.655536028,373,4.826010545,34104,Organic Search,24/01/24
16,55,15,0,353783484,0,0.125,2,3.4375,26,Organic Social,24/01/24
55,374,50,0,353783484,0,0.527272727,29,6.8,2409,Paid Search,24/01/24
1,6,1,0,353783484,0,1,1,6,8,Referral,24/01/24
4,10,4,0,353783484,0,0,0,2.5,136,Unassigned,24/01/24
23,167,18,0,353783484,0,0.52173913,12,7.260869565,1614,Cross-network,25/01/24
34,209,29,0,353783484,0,0.588235294,20,6.147058824,2073,Direct,25/01/24
580,3083,533,0,353783484,0,0.668965517,388,5.315517241,35462,Organic Search,25/01/24
15,52,15,0,353783484,0,0.2,3,3.466666667,144,Organic Social,25/01/24
1,4,1,0,353783484,0,0,0,4,3,Organic Video,25/01/24
61,550,56,0,353783484,0,0.590163934,36,9.016393443,4556,Paid Search,25/01/24
2,6,1,0,353783484,0,0.5,1,3,136,Referral,25/01/24
13,38,13,0,353783484,0,0,0,2.923076923,17,Unassigned,25/01/24
18,111,17,0,353783484,0,0.444444444,8,6.166666667,454,Cross-network,26/01/24
39,300,35,0,353783484,0,0.564102564,22,7.692307692,3009,Direct,26/01/24
510,2617,477,0,353783484,0,0.641176471,327,5.131372549,31454,Organic Search,26/01/24
12,41,11,0,353783484,0,0.25,3,3.416666667,50,Organic Social,26/01/24
72,626,66,0,353783484,0,0.611111111,44,8.694444444,4842,Paid Search,26/01/24
6,18,6,0,353783484,0,0,0,3,0,Unassigned,26/01/24
23,211,22,0,353783484,0,0.52173913,12,9.173913043,2161,Cross-network,27/01/24
45,422,42,0,353783484,0,0.533333333,24,9.377777778,3516,Direct,27/01/24
610,3240,573,0,353783484,0,0.667213115,407,5.31147541,40603,Organic Search,27/01/24
22,73,22,0,353783484,0,0.181818182,4,3.318181818,257,Organic Social,27/01/24
66,481,59,0,353783484,0,0.651515152,43,7.287878788,5124,Paid Search,27/01/24
2,9,2,0,353783484,0,0.5,1,4.5,59,Referral,27/01/24
7,34,7,0,353783484,0,0.142857143,1,4.857142857,4,Unassigned,27/01/24
22,168,19,0,353783484,0,0.5,11,7.636363636,870,Cross-network,28/01/24
44,312,37,0,353783484,0,0.477272727,21,7.090909091,2257,Direct,28/01/24
602,3037,560,0,353783484,0,0.674418605,406,5.044850498,39757,Organic Search,28/01/24
50,157,50,0,353783484,0,0.06,3,3.14,38,Organic Social,28/01/24
63,539,61,0,353783484,0,0.587301587,37,8.555555556,4784,Paid Search,28/01/24
2,9,2,0,353783484,0,1,2,4.5,55,Referral,28/01/24
10,30,10,0,353783484,0,0,0,3,0,Unassigned,28/01/24
25,252,21,0,353783484,0,0.72,18,10.08,1994,Cross-network,29/01/24
62,616,52,0,353783484,0,0.596774194,37,9.935483871,11284,Direct,29/01/24
602,3689,567,0,353783484,0,0.720930233,434,6.127906977,48156,Organic Search,29/01/24
41,129,41,0,353783484,0,0.097560976,4,3.146341463,198,Organic Social,29/01/24
87,800,80,0,353783484,0,0.75862069,66,9.195402299,9597,Paid Search,29/01/24
1,7,1,0,353783484,0,1,1,7,20,Referral,29/01/24
5,11,5,0,353783484,0,0,0,2.2,9,Unassigned,29/01/24
24,237,21,0,353783484,0,0.5,12,9.875,2017,Cross-network,30/01/24
39,297,38,0,353783484,0,0.641025641,25,7.615384615,3841,Direct,30/01/24
575,3517,541,0,353783484,0,0.704347826,405,6.116521739,46957,Organic Search,30/01/24
13,40,12,0,353783484,0,0.153846154,2,3.076923077,55,Organic Social,30/01/24
85,939,78,0,353783484,0,0.694117647,59,11.04705882,9791,Paid Search,30/01/24
3,27,3,0,353783484,0,1,3,9,611,Referral,30/01/24
9,31,9,0,353783484,0,0,0,3.444444444,74,Unassigned,30/01/24
27,175,19,0,353783484,0,0.481481481,13,6.481481481,1935,Cross-network,31/01/24
42,199,35,0,353783484,0,0.333333333,14,4.738095238,1571,Direct,31/01/24
573,3733,539,0,353783484,0,0.717277487,411,6.514834206,42513,Organic Search,31/01/24
12,47,12,0,353783484,0,0.333333333,4,3.916666667,381,Organic Social,31/01/24
87,756,78,0,353783484,0,0.701149425,61,8.689655172,8532,Paid Search,31/01/24
2,8,2,0,353783484,0,0.5,1,4,15,Referral,31/01/24
3,7,3,0,353783484,0,0,0,2.333333333,0,Unassigned,31/01/24
17,224,16,0,353783484,0,0.647058824,11,13.17647059,1871,Cross-network,01/02/24
61,537,57,0,353783484,0,0.426229508,26,8.803278689,3872,Direct,01/02/24
545,3752,508,0,353783484,0,0.693577982,378,6.88440367,34549,Organic Search,01/02/24
25,81,25,0,353783484,0,0.16,4,3.24,32,Organic Social,01/02/24
1,3,1,0,353783484,0,0,0,3,0,Organic Video,01/02/24
73,514,69,0,353783484,0,0.602739726,44,7.04109589,4863,Paid Search,01/02/24
1,3,1,0,353783484,0,0,0,3,0,Paid Shopping,01/02/24
13,108,13,0,353783484,0,0,0,8.307692308,340,Unassigned,01/02/24
30,350,22,0,353783484,0,0.566666667,17,11.66666667,2842,Cross-network,02/02/24
109,578,96,0,353783484,0,0.394495413,43,5.302752294,3645,Direct,02/02/24
569,3018,540,0,353783484,0,0.671353251,382,5.304042179,40924,Organic Search,02/02/24
38,256,38,0,353783484,0,0.263157895,10,6.736842105,2051,Organic Social,02/02/24
92,723,83,0,353783484,0,0.608695652,56,7.858695652,6710,Paid Search,02/02/24
3,9,3,0,353783484,0,0,0,3,0,Unassigned,02/02/24
21,228,20,0,353783484,0,0.80952381,17,10.85714286,1740,Cross-network,03/02/24
119,619,114,0,353783484,0,0.327731092,39,5.201680672,4417,Direct,03/02/24
623,3396,583,0,353783484,0,0.703049759,438,5.451043339,45373,Organic Search,03/02/24
41,233,41,0,353783484,0,0.268292683,11,5.682926829,811,Organic Social,03/02/24
77,699,72,0,353783484,0,0.623376623,48,9.077922078,6207,Paid Search,03/02/24
2,8,2,0,353783484,0,0,0,4,12,Paid Shopping,03/02/24
7,27,7,0,353783484,0,0,0,3.857142857,434,Unassigned,03/02/24
17,313,15,0,353783484,0,0.647058824,11,18.41176471,3367,Cross-network,04/02/24
135,711,131,0,353783484,0,0.251851852,34,5.266666667,8486,Direct,04/02/24
657,3250,611,0,353783484,0,0.639269406,420,4.946727549,42106,Organic Search,04/02/24
32,138,32,0,353783484,0,0.28125,9,4.3125,445,Organic Social,04/02/24
81,724,77,0,353783484,0,0.617283951,50,8.938271605,8591,Paid Search,04/02/24
2,10,2,0,353783484,0,0.5,1,5,35,Paid Shopping,04/02/24
2,6,2,0,353783484,0,0,0,3,0,Unassigned,04/02/24
28,333,23,0,353783484,0,0.642857143,18,11.89285714,2930,Cross-network,05/02/24
161,627,159,0,353783484,0,0.173913043,28,3.894409938,1952,Direct,05/02/24
635,3813,589,0,353783484,0,0.708661417,450,6.004724409,44517,Organic Search,05/02/24
23,129,23,0,353783484,0,0.260869565,6,5.608695652,912,Organic Social,05/02/24
115,1044,102,0,353783484,0,0.608695652,70,9.07826087,9548,Paid Search,05/02/24
3,9,3,0,353783484,0,0.333333333,1,3,17,Paid Shopping,05/02/24
19,57,19,0,353783484,0,0,0,3,0,Unassigned,05/02/24
25,177,19,0,353783484,0,0.56,14,7.08,1446,Cross-network,06/02/24
136,546,134,0,353783484,0,0.183823529,25,4.014705882,5678,Direct,06/02/24
590,3329,546,0,353783484,0,0.7,413,5.642372881,40122,Organic Search,06/02/24
39,161,37,0,353783484,0,0.128205128,5,4.128205128,772,Organic Social,06/02/24
89,751,81,0,353783484,0,0.786516854,70,8.438202247,7253,Paid Search,06/02/24
3,16,3,0,353783484,0,0.666666667,2,5.333333333,61,Paid Shopping,06/02/24
2,8,2,0,353783484,0,0.5,1,4,3,Referral,06/02/24
15,43,15,0,353783484,0,0,0,2.866666667,28,Unassigned,06/02/24
25,198,21,0,353783484,0,0.68,17,7.92,2559,Cross-network,07/02/24
180,843,171,0,353783484,0,0.266666667,48,4.683333333,5471,Direct,07/02/24
593,3340,548,0,353783484,0,0.661045531,392,5.63237774,38242,Organic Search,07/02/24
31,129,31,0,353783484,0,0.161290323,5,4.161290323,209,Organic Social,07/02/24
96,647,87,0,353783484,0,0.614583333,59,6.739583333,4932,Paid Search,07/02/24
3,11,3,0,353783484,0,0.666666667,2,3.666666667,75,Paid Shopping,07/02/24
2,8,2,0,353783484,0,1,2,4,424,Referral,07/02/24
12,37,12,0,353783484,0,0,0,3.083333333,400,Unassigned,07/02/24
24,254,19,0,353783484,0,0.666666667,16,10.58333333,3110,Cross-network,08/02/24
159,683,156,0,353783484,0,0.245283019,39,4.295597484,4645,Direct,08/02/24
600,3585,548,0,353783484,0,0.675,405,5.975,43533,Organic Search,08/02/24
34,149,34,0,353783484,0,0.294117647,10,4.382352941,535,Organic Social,08/02/24
89,831,75,0,353783484,0,0.617977528,55,9.337078652,7998,Paid Search,08/02/24
1,4,1,0,353783484,0,0,0,4,6,Paid Shopping,08/02/24
3,9,3,0,353783484,0,0,0,3,0,Paid Social,08/02/24
2,10,2,0,353783484,0,0.5,1,5,45,Referral,08/02/24
9,22,9,0,353783484,0,0,0,2.444444444,41,Unassigned,08/02/24
27,320,20,0,353783484,0,0.62962963,17,11.85185185,3241,Cross-network,09/02/24
131,681,126,0,353783484,0,0.351145038,46,5.198473282,4800,Direct,09/02/24
513,2682,478,0,353783484,0,0.674463938,346,5.228070175,32509,Organic Search,09/02/24
20,78,20,0,353783484,0,0.25,5,3.9,134,Organic Social,09/02/24
1,3,1,0,353783484,0,0,0,3,0,Organic Video,09/02/24
3,9,3,0,353783484,0,0,0,3,0,Paid Other,09/02/24
119,665,109,0,353783484,0,0.478991597,57,5.588235294,3874,Paid Search,09/02/24
27,77,27,0,353783484,0,0.037037037,1,2.851851852,87,Paid Social,09/02/24
2,14,2,0,353783484,0,1,2,7,198,Referral,09/02/24
13,28,13,0,353783484,0,0,0,2.153846154,1086,Unassigned,09/02/24
18,272,16,0,353783484,0,0.777777778,14,15.11111111,2025,Cross-network,10/02/24
66,401,66,0,353783484,0,0.409090909,27,6.075757576,2566,Direct,10/02/24
588,3160,560,0,353783484,0,0.693877551,408,5.37414966,36788,Organic Search,10/02/24
13,114,11,0,353783484,0,0.538461538,7,8.769230769,851,Organic Social,10/02/24
116,892,107,0,353783484,0,0.517241379,60,7.689655172,8943,Paid Search,10/02/24
33,100,33,0,353783484,0,0.090909091,3,3.03030303,22,Paid Social,10/02/24
1,3,1,0,353783484,0,0,0,3,0,Referral,10/02/24
17,49,17,0,353783484,0,0,0,2.882352941,9,Unassigned,10/02/24
13,137,12,0,353783484,0,0.615384615,8,10.53846154,786,Cross-network,11/02/24
57,336,51,0,353783484,0,0.421052632,24,5.894736842,3755,Direct,11/02/24
509,2482,486,0,353783484,0,0.644400786,328,4.876227898,33143,Organic Search,11/02/24
8,53,8,0,353783484,0,0.625,5,6.625,171,Organic Social,11/02/24
1,4,1,0,353783484,0,0,0,4,2,Organic Video,11/02/24
98,869,91,0,353783484,0,0.43877551,43,8.867346939,6214,Paid Search,11/02/24
29,86,29,0,353783484,0,0.068965517,2,2.965517241,52,Paid Social,11/02/24
1,6,1,0,353783484,0,1,1,6,5,Referral,11/02/24
10,28,10,0,353783484,0,0,0,2.8,0,Unassigned,11/02/24
37,531,32,0,353783484,0,0.837837838,31,14.35135135,3791,Cross-network,12/02/24
69,584,65,0,353783484,0,0.52173913,36,8.463768116,3546,Direct,12/02/24
579,3930,531,0,353783484,0,0.718480138,416,6.787564767,45420,Organic Search,12/02/24
17,133,16,0,353783484,0,0.588235294,10,7.823529412,381,Organic Social,12/02/24
1,4,1,0,353783484,0,1,1,4,19,Paid Other,12/02/24
118,874,107,0,353783484,0,0.449152542,53,7.406779661,6772,Paid Search,12/02/24
33,95,31,0,353783484,0,0.060606061,2,2.878787879,5,Paid Social,12/02/24
10,30,10,0,353783484,0,0,0,3,9,Unassigned,12/02/24
41,340,32,0,353783484,0,0.756097561,31,8.292682927,2546,Cross-network,13/02/24
66,342,58,0,353783484,0,0.53030303,35,5.181818182,3382,Direct,13/02/24
606,3599,560,0,353783484,0,0.653465347,396,5.938943894,39059,Organic Search,13/02/24
18,138,12,0,353783484,0,0.722222222,13,7.666666667,744,Organic Social,13/02/24
1,4,1,0,353783484,0,1,1,4,0,Paid Other,13/02/24
99,760,93,0,353783484,0,0.545454545,54,7.676767677,6188,Paid Search,13/02/24
28,82,28,0,353783484,0,0.071428571,2,2.928571429,63,Paid Social,13/02/24
4,14,4,0,353783484,0,0.5,2,3.5,39,Referral,13/02/24
16,45,16,0,353783484,0,0,0,2.8125,254,Unassigned,13/02/24
19,191,17,0,353783484,0,0.684210526,13,10.05263158,1583,Cross-network,14/02/24
61,551,59,0,353783484,0,0.655737705,40,9.032786885,5777,Direct,14/02/24
512,3090,484,0,353783484,0,0.677734375,347,6.03515625,39698,Organic Search,14/02/24
6,26,6,0,353783484,0,0.666666667,4,4.333333333,77,Organic Social,14/02/24
119,977,109,0,353783484,0,0.529411765,63,8.210084034,7469,Paid Search,14/02/24
34,109,34,0,353783484,0,0.176470588,6,3.205882353,41,Paid Social,14/02/24
2,12,2,0,353783484,0,1,2,6,226,Referral,14/02/24
9,26,9,0,353783484,0,0,0,2.888888889,47,Unassigned,14/02/24
33,351,24,0,353783484,0,0.606060606,20,10.63636364,2490,Cross-network,15/02/24
66,543,53,0,353783484,0,0.696969697,46,8.227272727,5347,Direct,15/02/24
501,3666,470,0,353783484,0,0.704590818,353,7.317365269,39500,Organic Search,15/02/24
12,127,12,0,353783484,0,0.666666667,8,10.58333333,488,Organic Social,15/02/24
109,651,103,0,353783484,0,0.513761468,56,5.972477064,4918,Paid Search,15/02/24
42,142,42,0,353783484,0,0.19047619,8,3.380952381,496,Paid Social,15/02/24
1,8,1,0,353783484,0,1,1,8,233,Referral,15/02/24
3,9,3,0,353783484,0,0,0,3,0,Unassigned,15/02/24
22,163,18,0,353783484,0,0.590909091,13,7.409090909,1283,Cross-network,16/02/24
75,416,65,0,353783484,0,0.466666667,35,5.546666667,3081,Direct,16/02/24
535,2897,508,0,353783484,0,0.659813084,353,5.414953271,35648,Organic Search,16/02/24
13,122,13,0,353783484,0,0.923076923,12,9.384615385,552,Organic Social,16/02/24
1,3,1,0,353783484,0,0,0,3,0,Organic Video,16/02/24
122,739,110,0,353783484,0,0.442622951,54,6.057377049,5107,Paid Search,16/02/24
31,97,31,0,353783484,0,0.064516129,2,3.129032258,61,Paid Social,16/02/24
4,10,3,0,353783484,0,0,0,2.5,0,Referral,16/02/24
14,39,14,0,353783484,0,0,0,2.785714286,10,Unassigned,16/02/24
21,256,18,0,353783484,0,0.80952381,17,12.19047619,2780,Cross-network,17/02/24
59,398,57,0,353783484,0,0.474576271,28,6.745762712,2820,Direct,17/02/24
592,3819,569,0,353783484,0,0.697635135,413,6.451013514,52659,Organic Search,17/02/24
10,113,10,0,353783484,0,0.8,8,11.3,1055,Organic Social,17/02/24
1,3,1,0,353783484,0,0,0,3,0,Organic Video,17/02/24
135,837,125,0,353783484,0,0.42962963,58,6.2,5368,Paid Search,17/02/24
26,74,26,0,353783484,0,0,0,2.846153846,0,Paid Social,17/02/24
1,3,1,0,353783484,0,0,0,3,0,Referral,17/02/24
4,12,4,0,353783484,0,0,0,3,0,Unassigned,17/02/24
17,218,15,0,353783484,0,0.705882353,12,12.82352941,2711,Cross-network,18/02/24
43,348,38,0,353783484,0,0.465116279,20,8.093023256,3416,Direct,18/02/24
596,2799,565,0,353783484,0,0.682885906,407,4.696308725,33884,Organic Search,18/02/24
5,20,5,0,353783484,0,0.2,1,4,5,Organic Social,18/02/24
1,4,1,0,353783484,0,0,0,4,2,Organic Video,18/02/24
128,978,123,0,353783484,0,0.53125,68,7.640625,6631,Paid Search,18/02/24
28,82,28,0,353783484,0,0.035714286,1,2.928571429,14,Paid Social,18/02/24
1,3,1,0,353783484,0,0,0,3,0,Referral,18/02/24
3,9,3,0,353783484,0,0,0,3,0,Unassigned,18/02/24
29,342,25,0,353783484,0,0.75862069,22,11.79310345,2720,Cross-network,19/02/24
59,521,57,0,353783484,0,0.627118644,37,8.830508475,5200,Direct,19/02/24
640,3541,592,0,353783484,0,0.703125,450,5.5328125,45646,Organic Search,19/02/24
10,108,10,0,353783484,0,0.5,5,10.8,779,Organic Social,19/02/24
129,900,121,0,353783484,0,0.441860465,57,6.976744186,7476,Paid Search,19/02/24
30,94,29,0,353783484,0,0.066666667,2,3.133333333,101,Paid Social,19/02/24
5,9,5,0,353783484,0,0,0,1.8,384,Unassigned,19/02/24
46,508,39,0,353783484,0,0.652173913,30,11.04347826,5059,Cross-network,20/02/24
48,438,45,0,353783484,0,0.5,24,9.125,4567,Direct,20/02/24
605,3116,573,0,353783484,0,0.659504132,399,5.150413223,37197,Organic Search,20/02/24
13,92,13,0,353783484,0,0.692307692,9,7.076923077,296,Organic Social,20/02/24
1,4,1,0,353783484,0,1,1,4,66,Organic Video,20/02/24
122,884,115,0,353783484,0,0.573770492,70,7.245901639,8494,Paid Search,20/02/24
30,88,30,0,353783484,0,0.066666667,2,2.933333333,83,Paid Social,20/02/24
2,28,2,0,353783484,0,1,2,14,193,Referral,20/02/24
10,28,10,0,353783484,0,0,0,2.8,115,Unassigned,20/02/24
25,273,22,0,353783484,0,0.68,17,10.92,2436,Cross-network,21/02/24
100,468,92,0,353783484,0,0.37,37,4.68,3371,Direct,21/02/24
587,3364,549,0,353783484,0,0.679727428,399,5.730834753,44777,Organic Search,21/02/24
26,120,26,0,353783484,0,0.461538462,12,4.615384615,457,Organic Social,21/02/24
107,720,94,0,353783484,0,0.682242991,73,6.728971963,6975,Paid Search,21/02/24
30,84,29,0,353783484,0,0.033333333,1,2.8,0,Paid Social,21/02/24
1,8,1,0,353783484,0,1,1,8,149,Referral,21/02/24
8,28,8,0,353783484,0,0,0,3.5,1296,Unassigned,21/02/24
22,253,21,0,353783484,0,0.772727273,17,11.5,1523,Cross-network,22/02/24
181,986,169,0,353783484,0,0.408839779,74,5.447513812,8094,Direct,22/02/24
495,2799,462,0,353783484,0,0.707070707,350,5.654545455,34306,Organic Search,22/02/24
9,39,9,0,353783484,0,0.333333333,3,4.333333333,120,Organic Social,22/02/24
128,938,117,0,353783484,0,0.5390625,69,7.328125,12624,Paid Search,22/02/24
23,64,22,0,353783484,0,0,0,2.782608696,0,Paid Social,22/02/24
6,14,6,0,353783484,0,0,0,2.333333333,148,Unassigned,22/02/24
36,394,27,0,353783484,0,0.694444444,25,10.94444444,3308,Cross-network,23/02/24
119,882,108,0,353783484,0,0.43697479,52,7.411764706,6228,Direct,23/02/24
550,3280,513,0,353783484,0,0.649090909,357,5.963636364,40325,Organic Search,23/02/24
14,49,14,0,353783484,0,0.357142857,5,3.5,2,Organic Social,23/02/24
1,3,1,0,353783484,0,0,0,3,0,Paid Other,23/02/24
111,853,95,0,353783484,0,0.585585586,65,7.684684685,9145,Paid Search,23/02/24
32,92,31,0,353783484,0,0.0625,2,2.875,56,Paid Social,23/02/24
2,11,1,0,353783484,0,1,2,5.5,62,Referral,23/02/24
1,1,1,0,353783484,0,0,0,1,18,Unassigned,23/02/24
30,487,24,0,353783484,0,0.8,24,16.23333333,4539,Cross-network,24/02/24
172,938,166,0,353783484,0,0.313953488,54,5.453488372,5064,Direct,24/02/24
639,3490,594,0,353783484,0,0.676056338,432,5.461658842,36668,Organic Search,24/02/24
19,92,18,0,353783484,0,0.421052632,8,4.842105263,182,Organic Social,24/02/24
96,611,90,0,353783484,0,0.520833333,50,6.364583333,4314,Paid Search,24/02/24
35,107,35,0,353783484,0,0.057142857,2,3.057142857,29,Paid Social,24/02/24
1,2,1,0,353783484,0,0,0,2,0,Referral,24/02/24
6,26,6,0,353783484,0,0,0,4.333333333,35,Unassigned,24/02/24
18,270,14,0,353783484,0,0.555555556,10,15,3954,Cross-network,25/02/24
126,628,122,0,353783484,0,0.301587302,38,4.984126984,4007,Direct,25/02/24
679,3683,633,0,353783484,0,0.65832106,447,5.424153166,44766,Organic Search,25/02/24
21,87,21,0,353783484,0,0.428571429,9,4.142857143,166,Organic Social,25/02/24
86,879,81,0,353783484,0,0.558139535,48,10.22093023,9748,Paid Search,25/02/24
37,110,36,0,353783484,0,0.081081081,3,2.972972973,1,Paid Social,25/02/24
7,18,5,0,353783484,0,0.142857143,1,2.571428571,53,Unassigned,25/02/24
47,393,35,0,353783484,0,0.510638298,24,8.361702128,3315,Cross-network,26/02/24
100,621,86,0,353783484,0,0.43,43,6.21,4145,Direct,26/02/24
690,3908,639,0,353783484,0,0.686956522,474,5.663768116,46385,Organic Search,26/02/24
13,44,13,0,353783484,0,0.307692308,4,3.384615385,63,Organic Social,26/02/24
96,812,90,0,353783484,0,0.65625,63,8.458333333,6223,Paid Search,26/02/24
21,63,21,0,353783484,0,0.095238095,2,3,97,Paid Social,26/02/24
9,69,7,0,353783484,0,0.666666667,6,7.666666667,207,Referral,26/02/24
6,23,6,0,353783484,0,0,0,3.833333333,54,Unassigned,26/02/24
21,361,18,0,353783484,0,0.714285714,15,17.19047619,2825,Cross-network,27/02/24
57,501,48,0,353783484,0,0.561403509,32,8.789473684,4338,Direct,27/02/24
612,3211,553,0,353783484,0,0.651960784,399,5.246732026,38511,Organic Search,27/02/24
7,25,7,0,353783484,0,0.428571429,3,3.571428571,34,Organic Social,27/02/24
1,4,1,0,353783484,0,0,0,4,4,Organic Video,27/02/24
94,877,85,0,353783484,0,0.712765957,67,9.329787234,10240,Paid Search,27/02/24
45,140,44,0,353783484,0,0.066666667,3,3.111111111,154,Paid Social,27/02/24
5,74,2,0,353783484,0,1,5,14.8,5298,Referral,27/02/24
8,2582,87,0,353783484,0,0,0,322.75,42903,Unassigned,27/02/24
27,434,22,0,353783484,0,0.777777778,21,16.07407407,3536,Cross-network,28/02/24
63,567,53,0,353783484,0,0.555555556,35,9,4526,Direct,28/02/24
626,3683,561,0,353783484,0,0.666134185,417,5.883386581,48939,Organic Search,28/02/24
5,13,5,0,353783484,0,0,0,2.6,0,Organic Social,28/02/24
77,710,68,0,353783484,0,0.532467532,41,9.220779221,5933,Paid Search,28/02/24
31,114,31,0,353783484,0,0.096774194,3,3.677419355,200,Paid Social,28/02/24
12,209,6,0,353783484,0,0.666666667,8,17.41666667,6376,Referral,28/02/24
6,14,6,0,353783484,0,0,0,2.333333333,186,Unassigned,28/02/24
22,269,20,0,353783484,0,0.818181818,18,12.22727273,2874,Cross-network,29/02/24
270,1946,242,0,353783484,0,0.485185185,131,7.207407407,18297,Direct,29/02/24
561,3106,516,0,353783484,0,0.677361854,380,5.536541889,38125,Organic Search,29/02/24
7,22,6,0,353783484,0,0.142857143,1,3.142857143,20,Organic Social,29/02/24
1,3,1,0,353783484,0,0,0,3,0,Paid Other,29/02/24
80,833,71,0,353783484,0,0.6125,49,10.4125,12265,Paid Search,29/02/24
23,68,23,0,353783484,0,0.086956522,2,2.956521739,50,Paid Social,29/02/24
6,121,3,0,353783484,0,1,6,20.16666667,933,Referral,29/02/24
15,50,15,0,353783484,0,0,0,3.333333333,802,Unassigned,29/02/24
32,299,24,0,353783484,0,0.5,16,9.34375,2380,Cross-network,01/03/24
73,416,66,0,353783484,0,0.520547945,38,5.698630137,2112,Direct,01/03/24
577,3409,526,0,353783484,0,0.653379549,377,5.908145581,50117,Organic Search,01/03/24
2,6,2,0,353783484,0,0,0,3,0,Organic Social,01/03/24
85,745,75,0,353783484,0,0.635294118,54,8.764705882,8662,Paid Search,01/03/24
35,105,34,0,353783484,0,0.057142857,2,3,93,Paid Social,01/03/24
2,10,2,0,353783484,0,1,2,5,181,Referral,01/03/24
13,40,13,0,353783484,0,0.076923077,1,3.076923077,928,Unassigned,01/03/24
36,397,31,0,353783484,0,0.666666667,24,11.02777778,5407,Cross-network,02/03/24
88,547,78,0,353783484,0,0.352272727,31,6.215909091,4839,Direct,02/03/24
660,3521,600,0,353783484,0,0.615151515,406,5.334848485,41943,Organic Search,02/03/24
5,52,5,0,353783484,0,0.6,3,10.4,275,Organic Social,02/03/24
2,12,2,0,353783484,0,0.5,1,6,156,Organic Video,02/03/24
123,833,115,0,353783484,0,0.609756098,75,6.772357724,6105,Paid Search,02/03/24
26,82,26,0,353783484,0,0.038461538,1,3.153846154,52,Paid Social,02/03/24
3,10,3,0,353783484,0,0.333333333,1,3.333333333,5,Referral,02/03/24
36,106,36,0,353783484,0,0.055555556,2,2.944444444,14,Unassigned,02/03/24
20,191,18,0,353783484,0,0.7,14,9.55,1907,Cross-network,03/03/24
64,245,56,0,353783484,0,0.40625,26,3.828125,1640,Direct,03/03/24
705,3681,652,0,353783484,0,0.643971631,454,5.221276596,43034,Organic Search,03/03/24
2,6,2,0,353783484,0,0.5,1,3,0,Organic Social,03/03/24
121,1132,109,0,353783484,0,0.611570248,74,9.355371901,10628,Paid Search,03/03/24
34,95,34,0,353783484,0,0.029411765,1,2.794117647,15,Paid Social,03/03/24
5,19,3,0,353783484,0,0.4,2,3.8,99,Referral,03/03/24
3,8,3,0,353783484,0,0.333333333,1,2.666666667,42,Unassigned,03/03/24
45,416,34,0,353783484,0,0.622222222,28,9.244444444,3467,Cross-network,04/03/24
168,853,151,0,353783484,0,0.392857143,66,5.077380952,5263,Direct,04/03/24
663,4205,591,0,353783484,0,0.647058824,429,6.342383107,51591,Organic Search,04/03/24
